"scenario_id","replicate_id","n","J","J_block","K1","K2","ARI_Q","RMSE_B","RMSE_eta","elapsed_min","seed","path"
2,69,1000,48,24,2,2,1,0.0739626149835507,0.0346919479367452,0.805617964267731,1110069,"result/fits/scenario_02_n1000_J24_K2/replicate_069.rds"
2,70,1000,48,24,2,2,0.933416330385507,0.0719228998520157,0.172149824813704,0.792756565411886,1110070,"result/fits/scenario_02_n1000_J24_K2/replicate_070.rds"
2,71,1000,48,24,2,2,1,0.0616004440358873,0.1905924500886,0.792752623558044,1110071,"result/fits/scenario_02_n1000_J24_K2/replicate_071.rds"
2,72,1000,48,24,2,2,0.960880560861353,0.0727908508341854,0.184069013511417,0.795038712024689,1110072,"result/fits/scenario_02_n1000_J24_K2/replicate_072.rds"
2,73,1000,48,24,2,2,0.960880560861353,0.0610182815856609,0.115408819061964,0.794941790898641,1110073,"result/fits/scenario_02_n1000_J24_K2/replicate_073.rds"
2,74,1000,48,24,2,2,0.960880560861353,0.0655927522803342,0.175250248708899,0.824958697954814,1110074,"result/fits/scenario_02_n1000_J24_K2/replicate_074.rds"
2,75,1000,48,24,2,2,0.960880560861353,0.0695429059209224,0.145494546965487,0.822661197185516,1110075,"result/fits/scenario_02_n1000_J24_K2/replicate_075.rds"
2,76,1000,48,24,2,2,0.921006701286388,0.0801379448537242,0.178772386847406,0.825696114699046,1110076,"result/fits/scenario_02_n1000_J24_K2/replicate_076.rds"
2,77,1000,48,24,2,2,0.960880560861353,0.0674168499316735,0.133108267848073,0.82817843357722,1110077,"result/fits/scenario_02_n1000_J24_K2/replicate_077.rds"
2,78,1000,48,24,2,2,0.927083108879743,0.0701052796499793,0.183310798981238,0.825848110516866,1110078,"result/fits/scenario_02_n1000_J24_K2/replicate_078.rds"
2,79,1000,48,24,2,2,0.963958590721254,0.0740867328262908,0.109857881373354,0.822964445749919,1110079,"result/fits/scenario_02_n1000_J24_K2/replicate_079.rds"
2,80,1000,48,24,2,2,1,0.0646335056770154,0.0607546061369391,0.825595732529958,1110080,"result/fits/scenario_02_n1000_J24_K2/replicate_080.rds"
2,81,1000,48,24,2,2,0.963958590721254,0.0683877966623982,0.199791270833198,0.850739300251007,1110081,"result/fits/scenario_02_n1000_J24_K2/replicate_081.rds"
2,82,1000,48,24,2,2,1,0.0726121498164148,0.108983347091664,0.826385764280955,1110082,"result/fits/scenario_02_n1000_J24_K2/replicate_082.rds"
2,83,1000,48,24,2,2,1,0.0627577078553656,0.200960186981065,0.826994788646698,1110083,"result/fits/scenario_02_n1000_J24_K2/replicate_083.rds"
2,84,1000,48,24,2,2,0.960880560861353,0.0708423561816587,0.101700498928554,0.827603141466776,1110084,"result/fits/scenario_02_n1000_J24_K2/replicate_084.rds"
2,85,1000,48,24,2,2,0.963958590721254,0.0722542405069153,0.172992449509054,0.825885359446208,1110085,"result/fits/scenario_02_n1000_J24_K2/replicate_085.rds"
2,86,1000,48,24,2,2,0.923898142251104,0.0778136411176265,0.173252888387585,0.836343789100647,1110086,"result/fits/scenario_02_n1000_J24_K2/replicate_086.rds"
2,87,1000,48,24,2,2,0.883196721311475,0.068170598061605,0.245136858200436,0.828516054153442,1110087,"result/fits/scenario_02_n1000_J24_K2/replicate_087.rds"
2,88,1000,48,24,2,2,0.889344262295082,0.0768094397456618,0.126616722899414,0.831470489501953,1110088,"result/fits/scenario_02_n1000_J24_K2/replicate_088.rds"
2,89,1000,48,24,2,2,0.920700843608047,0.0763415285067817,0.146321203152728,0.82606649796168,1110089,"result/fits/scenario_02_n1000_J24_K2/replicate_089.rds"
2,90,1000,48,24,2,2,0.960880560861353,0.0719028410144958,0.144482093205413,0.828661525249481,1110090,"result/fits/scenario_02_n1000_J24_K2/replicate_090.rds"
2,91,1000,48,24,2,2,0.859156152960848,0.0725600446494434,0.174555306320822,0.82878190279007,1110091,"result/fits/scenario_02_n1000_J24_K2/replicate_091.rds"
2,92,1000,48,24,2,2,0.960880560861353,0.0685514287843529,0.162714539999295,0.827599553267161,1110092,"result/fits/scenario_02_n1000_J24_K2/replicate_092.rds"
2,93,1000,48,24,2,2,0.923898142251104,0.0834682918014279,0.133534574613929,0.830386670430501,1110093,"result/fits/scenario_02_n1000_J24_K2/replicate_093.rds"
2,94,1000,48,24,2,2,0.960880560861353,0.0763713857880258,0.201768504886898,0.831242938836416,1110094,"result/fits/scenario_02_n1000_J24_K2/replicate_094.rds"
2,95,1000,48,24,2,2,1,0.0626918722873138,0.22188696590808,0.829649690786997,1110095,"result/fits/scenario_02_n1000_J24_K2/replicate_095.rds"
2,96,1000,48,24,2,2,0.815573770491803,0.0713253954249438,0.128355783760633,0.829736578464508,1110096,"result/fits/scenario_02_n1000_J24_K2/replicate_096.rds"
2,97,1000,48,24,2,2,0.923898142251104,0.0783109541634344,0.0662406137125123,0.827800854047139,1110097,"result/fits/scenario_02_n1000_J24_K2/replicate_097.rds"
2,98,1000,48,24,2,2,0.960880560861353,0.0603429006691615,0.140774054373273,0.830186386903127,1110098,"result/fits/scenario_02_n1000_J24_K2/replicate_098.rds"
2,99,1000,48,24,2,2,0.921006701286388,0.0683904450862999,0.21782776164177,0.831934181849162,1110099,"result/fits/scenario_02_n1000_J24_K2/replicate_099.rds"
2,100,1000,48,24,2,2,0.923898142251104,0.0679337874193824,0.199589426504033,0.827968804041545,1110100,"result/fits/scenario_02_n1000_J24_K2/replicate_100.rds"
3,1,2000,48,24,2,2,0.828601739399498,0.0666397690087592,0.131605141380766,1.57250853776932,1210001,"result/fits/scenario_03_n2000_J24_K2/replicate_001.rds"
3,2,2000,48,24,2,2,1,0.0537166008667075,0.117316098776767,1.6352591753006,1210002,"result/fits/scenario_03_n2000_J24_K2/replicate_002.rds"
