"scenario_id","replicate_id","n","J","J_block","K1","K2","ARI_Q","RMSE_B","RMSE_eta","elapsed_min","seed","path"
5,55,1000,72,36,2,2,0.947073951521727,0.0674671119095077,0.117143458961409,1.16962718566259,1410055,"result/fits/scenario_05_n1000_J36_K2/replicate_055.rds"
5,56,1000,72,36,2,2,0.952446118417517,0.0672246856995927,0.100711064726843,1.17326542139053,1410056,"result/fits/scenario_05_n1000_J36_K2/replicate_056.rds"
5,57,1000,72,36,2,2,1,0.0661765014328787,0.137023697213302,1.17017642259598,1410057,"result/fits/scenario_05_n1000_J36_K2/replicate_057.rds"
5,58,1000,72,36,2,2,0.975047988589608,0.0733473905286882,0.139679903891713,1.17162929773331,1410058,"result/fits/scenario_05_n1000_J36_K2/replicate_058.rds"
5,59,1000,72,36,2,2,0.949720253945641,0.0722017166806128,0.1861323059618,1.18458073536555,1410059,"result/fits/scenario_05_n1000_J36_K2/replicate_059.rds"
5,60,1000,72,36,2,2,0.948353898378145,0.0719450021684914,0.138490909400099,1.1696470340093,1410060,"result/fits/scenario_05_n1000_J36_K2/replicate_060.rds"
5,61,1000,72,36,2,2,0.949720253945641,0.0657618498855493,0.127270906811543,1.17150492668152,1410061,"result/fits/scenario_05_n1000_J36_K2/replicate_061.rds"
5,62,1000,72,36,2,2,1,0.062539008355365,0.210473765639075,1.1699654340744,1410062,"result/fits/scenario_05_n1000_J36_K2/replicate_062.rds"
5,63,1000,72,36,2,2,0.973712898780262,0.0622520918430714,0.190983028119328,1.17189953724543,1410063,"result/fits/scenario_05_n1000_J36_K2/replicate_063.rds"
5,64,1000,72,36,2,2,0.975047988589608,0.0625087807498417,0.152682982533312,1.18134172360102,1410064,"result/fits/scenario_05_n1000_J36_K2/replicate_064.rds"
5,65,1000,72,36,2,2,1,0.0683185249997106,0.204741703129184,1.17213846047719,1410065,"result/fits/scenario_05_n1000_J36_K2/replicate_065.rds"
5,66,1000,72,36,2,2,1,0.0627057543974022,0.151903224495164,1.1663129289945,1410066,"result/fits/scenario_05_n1000_J36_K2/replicate_066.rds"
5,67,1000,72,36,2,2,1,0.065969217607972,0.0775919383591869,1.17182400623957,1410067,"result/fits/scenario_05_n1000_J36_K2/replicate_067.rds"
5,68,1000,72,36,2,2,0.975047988589608,0.0691582907117837,0.140948394491832,1.17167655626933,1410068,"result/fits/scenario_05_n1000_J36_K2/replicate_068.rds"
5,69,1000,72,36,2,2,0.973712898780262,0.0596446543325465,0.164898946231094,1.17277233600616,1410069,"result/fits/scenario_05_n1000_J36_K2/replicate_069.rds"
5,70,1000,72,36,2,2,0.9267980254525,0.0746899123365573,0.0845676544881365,1.11732800801595,1410070,"result/fits/scenario_05_n1000_J36_K2/replicate_070.rds"
5,71,1000,72,36,2,2,0.973712898780262,0.0685350267787803,0.11380813721543,1.12641286849976,1410071,"result/fits/scenario_05_n1000_J36_K2/replicate_071.rds"
5,72,1000,72,36,2,2,0.92147424548541,0.0685563413404098,0.206415653635982,1.12241180737813,1410072,"result/fits/scenario_05_n1000_J36_K2/replicate_072.rds"
5,73,1000,72,36,2,2,0.947073951521727,0.0674762372603003,0.172265253374782,1.11609823306402,1410073,"result/fits/scenario_05_n1000_J36_K2/replicate_073.rds"
5,74,1000,72,36,2,2,0.901260811279229,0.0770628882407312,0.20602963162775,1.11787327130636,1410074,"result/fits/scenario_05_n1000_J36_K2/replicate_074.rds"
5,75,1000,72,36,2,2,0.947073951521727,0.0727730940634098,0.108051309964444,1.11888992786407,1410075,"result/fits/scenario_05_n1000_J36_K2/replicate_075.rds"
5,76,1000,72,36,2,2,0.975047988589608,0.0608863153191133,0.121872069334321,1.13537485202154,1410076,"result/fits/scenario_05_n1000_J36_K2/replicate_076.rds"
5,77,1000,72,36,2,2,1,0.063029124337133,0.231844494157423,1.19757532278697,1410077,"result/fits/scenario_05_n1000_J36_K2/replicate_077.rds"
5,78,1000,72,36,2,2,1,0.0623145882172304,0.147697449573452,1.13149875402451,1410078,"result/fits/scenario_05_n1000_J36_K2/replicate_078.rds"
5,79,1000,72,36,2,2,1,0.0607512400833732,0.236561388759627,1.13437119722366,1410079,"result/fits/scenario_05_n1000_J36_K2/replicate_079.rds"
5,80,1000,72,36,2,2,0.92147424548541,0.066550899478969,0.149467683123099,1.1377512494723,1410080,"result/fits/scenario_05_n1000_J36_K2/replicate_080.rds"
5,81,1000,72,36,2,2,0.952446118417517,0.0712746366429597,0.1334491412718,1.13555708726247,1410081,"result/fits/scenario_05_n1000_J36_K2/replicate_081.rds"
5,82,1000,72,36,2,2,0.975047988589608,0.0740048480607748,0.103757296519644,1.13505622943242,1410082,"result/fits/scenario_05_n1000_J36_K2/replicate_082.rds"
5,83,1000,72,36,2,2,0.947073951521727,0.0753319196683035,0.0943996117111622,1.13518037001292,1410083,"result/fits/scenario_05_n1000_J36_K2/replicate_083.rds"
5,84,1000,72,36,2,2,1,0.065258244771645,0.126908527434719,1.13583954572678,1410084,"result/fits/scenario_05_n1000_J36_K2/replicate_084.rds"
5,85,1000,72,36,2,2,0.975047988589608,0.06367931576464,0.115971433161325,1.13190131187439,1410085,"result/fits/scenario_05_n1000_J36_K2/replicate_085.rds"
5,86,1000,72,36,2,2,0.975047988589608,0.0676976390791399,0.177361561560693,1.13563165664673,1410086,"result/fits/scenario_05_n1000_J36_K2/replicate_086.rds"
5,87,1000,72,36,2,2,1,0.0694986266829638,0.186235096991147,1.1324170589447,1410087,"result/fits/scenario_05_n1000_J36_K2/replicate_087.rds"
5,88,1000,72,36,2,2,0.895216391333415,0.0676738244708832,0.188303131338586,1.13075012365977,1410088,"result/fits/scenario_05_n1000_J36_K2/replicate_088.rds"
5,89,1000,72,36,2,2,1,0.0631229900334384,0.119513686237453,1.13535838127136,1410089,"result/fits/scenario_05_n1000_J36_K2/replicate_089.rds"
5,90,1000,72,36,2,2,0.973712898780262,0.063420336334036,0.181798588864233,1.13500694036484,1410090,"result/fits/scenario_05_n1000_J36_K2/replicate_090.rds"
5,91,1000,72,36,2,2,0.906440210002301,0.0724006141476745,0.16711704314,1.12584723234177,1410091,"result/fits/scenario_05_n1000_J36_K2/replicate_091.rds"
5,92,1000,72,36,2,2,0.973712898780262,0.0667077239567883,0.133172083173523,1.12398370504379,1410092,"result/fits/scenario_05_n1000_J36_K2/replicate_092.rds"
5,93,1000,72,36,2,2,0.973712898780262,0.0583201148835431,0.162218369174655,1.12340052127838,1410093,"result/fits/scenario_05_n1000_J36_K2/replicate_093.rds"
5,94,1000,72,36,2,2,1,0.0715672742081419,0.0793614634297975,1.12347688674927,1410094,"result/fits/scenario_05_n1000_J36_K2/replicate_094.rds"
5,95,1000,72,36,2,2,0.92147424548541,0.0684229048492014,0.144407431752178,1.12281533082326,1410095,"result/fits/scenario_05_n1000_J36_K2/replicate_095.rds"
5,96,1000,72,36,2,2,1,0.0618131504300589,0.143509755922121,1.12258763710658,1410096,"result/fits/scenario_05_n1000_J36_K2/replicate_096.rds"
5,97,1000,72,36,2,2,0.932349509887363,0.065063970509862,0.1168115295115,1.12562519311905,1410097,"result/fits/scenario_05_n1000_J36_K2/replicate_097.rds"
5,98,1000,72,36,2,2,0.948353898378145,0.0689971980539801,0.147721378135945,1.12792060375214,1410098,"result/fits/scenario_05_n1000_J36_K2/replicate_098.rds"
5,99,1000,72,36,2,2,0.975047988589608,0.0635651757086642,0.17052770279975,1.12206134001414,1410099,"result/fits/scenario_05_n1000_J36_K2/replicate_099.rds"
5,100,1000,72,36,2,2,0.948353898378145,0.0641847284593764,0.136610919545778,1.12532419761022,1410100,"result/fits/scenario_05_n1000_J36_K2/replicate_100.rds"
6,1,2000,72,36,2,2,1,0.042643372366011,0.0952352140130631,2.24921410481135,1510001,"result/fits/scenario_06_n2000_J36_K2/replicate_001.rds"
6,2,2000,72,36,2,2,0.973712898780262,0.0474869870179068,0.0791700527040739,2.29674664735794,1510002,"result/fits/scenario_06_n2000_J36_K2/replicate_002.rds"
6,3,2000,72,36,2,2,1,0.0520781674509513,0.0710041336294196,2.28539734284083,1510003,"result/fits/scenario_06_n2000_J36_K2/replicate_003.rds"
6,4,2000,72,36,2,2,0.975047988589608,0.0521699326035003,0.0861145347030715,2.28617916901906,1510004,"result/fits/scenario_06_n2000_J36_K2/replicate_004.rds"
6,5,2000,72,36,2,2,1,0.0483905006327721,0.0951316406465025,2.28542663653692,1510005,"result/fits/scenario_06_n2000_J36_K2/replicate_005.rds"
6,6,2000,72,36,2,2,0.975047988589608,0.0500394481792878,0.102617000336077,2.29074761867523,1510006,"result/fits/scenario_06_n2000_J36_K2/replicate_006.rds"
6,7,2000,72,36,2,2,1,0.048699278076664,0.118338210511007,2.28545449177424,1510007,"result/fits/scenario_06_n2000_J36_K2/replicate_007.rds"
6,8,2000,72,36,2,2,1,0.0465509966766487,0.0658660951504679,2.28544742663701,1510008,"result/fits/scenario_06_n2000_J36_K2/replicate_008.rds"
6,9,2000,72,36,2,2,0.947073951521727,0.0485457372538591,0.109031623674362,2.35303562879562,1510009,"result/fits/scenario_06_n2000_J36_K2/replicate_009.rds"
6,10,2000,72,36,2,2,1,0.0494219688138263,0.162276428745828,2.28537491162618,1510010,"result/fits/scenario_06_n2000_J36_K2/replicate_010.rds"
6,11,2000,72,36,2,2,1,0.0433162826921809,0.117811809821953,2.2938582499822,1510011,"result/fits/scenario_06_n2000_J36_K2/replicate_011.rds"
6,12,2000,72,36,2,2,1,0.0489512163383063,0.102183178161864,2.28997004826864,1510012,"result/fits/scenario_06_n2000_J36_K2/replicate_012.rds"
6,13,2000,72,36,2,2,1,0.0530370197662007,0.0724278293193585,2.28776095310847,1510013,"result/fits/scenario_06_n2000_J36_K2/replicate_013.rds"
6,14,2000,72,36,2,2,1,0.0458639600037652,0.046474669514205,2.28617254892985,1510014,"result/fits/scenario_06_n2000_J36_K2/replicate_014.rds"
6,15,2000,72,36,2,2,1,0.0455358777014683,0.119141338410097,2.84271483023961,1510015,"result/fits/scenario_06_n2000_J36_K2/replicate_015.rds"
6,16,2000,72,36,2,2,0.973712898780262,0.0513834320315602,0.0890133252757009,2.28773115475972,1510016,"result/fits/scenario_06_n2000_J36_K2/replicate_016.rds"
6,17,2000,72,36,2,2,1,0.0491878026906165,0.0644330059366305,2.3119059642156,1510017,"result/fits/scenario_06_n2000_J36_K2/replicate_017.rds"
6,18,2000,72,36,2,2,1,0.0464590292375714,0.0655625141457179,2.28608699242274,1510018,"result/fits/scenario_06_n2000_J36_K2/replicate_018.rds"
6,19,2000,72,36,2,2,0.975047988589608,0.0514676991355341,0.102969713824192,2.30520159006119,1510019,"result/fits/scenario_06_n2000_J36_K2/replicate_019.rds"
6,20,2000,72,36,2,2,1,0.0529803025640889,0.101009929211305,2.2869372844696,1510020,"result/fits/scenario_06_n2000_J36_K2/replicate_020.rds"
6,21,2000,72,36,2,2,0.975047988589608,0.0481890878841187,0.0855694324094293,2.29223928451538,1510021,"result/fits/scenario_06_n2000_J36_K2/replicate_021.rds"
6,22,2000,72,36,2,2,1,0.0482121243985767,0.108931513767213,2.28692254622777,1510022,"result/fits/scenario_06_n2000_J36_K2/replicate_022.rds"
6,23,2000,72,36,2,2,0.973712898780262,0.0485458466629073,0.131805591968708,2.28989759286245,1510023,"result/fits/scenario_06_n2000_J36_K2/replicate_023.rds"
6,24,2000,72,36,2,2,0.922609825056693,0.0472757772618729,0.0866841260826394,2.29071793953578,1510024,"result/fits/scenario_06_n2000_J36_K2/replicate_024.rds"
6,25,2000,72,36,2,2,1,0.0490874060191692,0.130278852994215,2.30292986631393,1510025,"result/fits/scenario_06_n2000_J36_K2/replicate_025.rds"
6,26,2000,72,36,2,2,1,0.0479677445622021,0.0534390901361189,2.28614502350489,1510026,"result/fits/scenario_06_n2000_J36_K2/replicate_026.rds"
6,27,2000,72,36,2,2,1,0.0434733476974596,0.0864364766916161,2.28616126775742,1510027,"result/fits/scenario_06_n2000_J36_K2/replicate_027.rds"
6,28,2000,72,36,2,2,1,0.0482328475615385,0.121887069708063,3.0274390300115,1510028,"result/fits/scenario_06_n2000_J36_K2/replicate_028.rds"
6,29,2000,72,36,2,2,1,0.0511632996464937,0.0838616419574938,2.23981641530991,1510029,"result/fits/scenario_06_n2000_J36_K2/replicate_029.rds"
6,30,2000,72,36,2,2,1,0.0544327792038066,0.129954266744211,2.23826083739599,1510030,"result/fits/scenario_06_n2000_J36_K2/replicate_030.rds"
6,31,2000,72,36,2,2,1,0.0481870622511582,0.0837084395239335,2.23826212088267,1510031,"result/fits/scenario_06_n2000_J36_K2/replicate_031.rds"
6,32,2000,72,36,2,2,1,0.0460274648379244,0.0792250912797239,2.25728761752446,1510032,"result/fits/scenario_06_n2000_J36_K2/replicate_032.rds"
6,33,2000,72,36,2,2,1,0.0501221495154148,0.153730555489973,2.23904161055883,1510033,"result/fits/scenario_06_n2000_J36_K2/replicate_033.rds"
6,34,2000,72,36,2,2,0.973712898780262,0.0486565870244076,0.0716977981433319,2.23826009829839,1510034,"result/fits/scenario_06_n2000_J36_K2/replicate_034.rds"
6,35,2000,72,36,2,2,1,0.0426841163496477,0.103758284263877,2.25483503341675,1510035,"result/fits/scenario_06_n2000_J36_K2/replicate_035.rds"
6,36,2000,72,36,2,2,0.949720253945641,0.0446808769017592,0.11041963244491,2.29610371987025,1510036,"result/fits/scenario_06_n2000_J36_K2/replicate_036.rds"
6,37,2000,72,36,2,2,0.975047988589608,0.0489718679778764,0.0805112080339133,2.2956805785497,1510037,"result/fits/scenario_06_n2000_J36_K2/replicate_037.rds"
6,38,2000,72,36,2,2,1,0.0454218478362858,0.15684754277224,2.36462823947271,1510038,"result/fits/scenario_06_n2000_J36_K2/replicate_038.rds"
6,39,2000,72,36,2,2,0.975047988589608,0.0475265275748459,0.149159494261393,2.32544872760773,1510039,"result/fits/scenario_06_n2000_J36_K2/replicate_039.rds"
6,40,2000,72,36,2,2,0.948353898378145,0.0539086880363718,0.0871155648666515,2.29567658901215,1510040,"result/fits/scenario_06_n2000_J36_K2/replicate_040.rds"
6,41,2000,72,36,2,2,1,0.0566444868533408,0.0995980209670433,2.29569203853607,1510041,"result/fits/scenario_06_n2000_J36_K2/replicate_041.rds"
6,42,2000,72,36,2,2,0.946985252940078,0.0501051064073006,0.139780599972145,2.29564990997314,1510042,"result/fits/scenario_06_n2000_J36_K2/replicate_042.rds"
6,43,2000,72,36,2,2,0.973712898780262,0.0434083638263593,0.102789026331779,2.29567034244537,1510043,"result/fits/scenario_06_n2000_J36_K2/replicate_043.rds"
6,44,2000,72,36,2,2,1,0.0513573551815411,0.036315416240043,2.29565651416779,1510044,"result/fits/scenario_06_n2000_J36_K2/replicate_044.rds"
6,45,2000,72,36,2,2,1,0.0423028025932804,0.0964472622914108,2.29880172808965,1510045,"result/fits/scenario_06_n2000_J36_K2/replicate_045.rds"
6,46,2000,72,36,2,2,1,0.048413183140562,0.120716011312322,2.3418287396431,1510046,"result/fits/scenario_06_n2000_J36_K2/replicate_046.rds"
6,47,2000,72,36,2,2,0.975047988589608,0.0431788327405832,0.0832088761420982,2.29612035353978,1510047,"result/fits/scenario_06_n2000_J36_K2/replicate_047.rds"
6,48,2000,72,36,2,2,1,0.0507533295521546,0.131100073902782,2.29879201253255,1510048,"result/fits/scenario_06_n2000_J36_K2/replicate_048.rds"
6,49,2000,72,36,2,2,1,0.0434117379611503,0.135521631795884,2.2956579486529,1510049,"result/fits/scenario_06_n2000_J36_K2/replicate_049.rds"
6,50,2000,72,36,2,2,0.975047988589608,0.0496070926988741,0.15163017743539,2.40474218130112,1510050,"result/fits/scenario_06_n2000_J36_K2/replicate_050.rds"
6,51,2000,72,36,2,2,0.973712898780262,0.0471756292338607,0.0800873684239163,0.822978083292643,2510051,"result/fits/scenario_06_n2000_J36_K2/replicate_051.rds"
6,52,2000,72,36,2,2,1,0.0464683186473524,0.101925071356096,2.40282879670461,1510052,"result/fits/scenario_06_n2000_J36_K2/replicate_052.rds"
6,53,2000,72,36,2,2,0.975047988589608,0.0458026382345811,0.1037065899562,2.40479875802994,1510053,"result/fits/scenario_06_n2000_J36_K2/replicate_053.rds"
6,54,2000,72,36,2,2,0.973712898780262,0.0447155427512411,0.126229717100497,2.41257762908936,1510054,"result/fits/scenario_06_n2000_J36_K2/replicate_054.rds"
6,55,2000,72,36,2,2,1,0.0551091372460556,0.0692725865744713,2.40623039007187,1510055,"result/fits/scenario_06_n2000_J36_K2/replicate_055.rds"
6,56,2000,72,36,2,2,1,0.0472156030313125,0.0848178384054704,2.40714910825094,1510056,"result/fits/scenario_06_n2000_J36_K2/replicate_056.rds"
6,57,2000,72,36,2,2,0.921341867966334,0.0495060793397284,0.0910017951537666,2.4204797188441,1510057,"result/fits/scenario_06_n2000_J36_K2/replicate_057.rds"
6,58,2000,72,36,2,2,1,0.0457381931623452,0.162999107700688,2.4010476231575,1510058,"result/fits/scenario_06_n2000_J36_K2/replicate_058.rds"
6,59,2000,72,36,2,2,1,0.0495690718943361,0.151890775881888,2.4270485162735,1510059,"result/fits/scenario_06_n2000_J36_K2/replicate_059.rds"
6,60,2000,72,36,2,2,0.973712898780262,0.0434716888897644,0.102719080055262,2.40108483632406,1510060,"result/fits/scenario_06_n2000_J36_K2/replicate_060.rds"
6,61,2000,72,36,2,2,0.952446118417517,0.052059396436773,0.102547900867779,2.40485411485036,1510061,"result/fits/scenario_06_n2000_J36_K2/replicate_061.rds"
6,62,2000,72,36,2,2,0.975047988589608,0.0454758799964424,0.10472585770578,2.4029869000117,1510062,"result/fits/scenario_06_n2000_J36_K2/replicate_062.rds"
6,63,2000,72,36,2,2,1,0.0484348321013381,0.0692976526177076,2.42027806440989,1510063,"result/fits/scenario_06_n2000_J36_K2/replicate_063.rds"
6,64,2000,72,36,2,2,1,0.0453995382299455,0.124786555918602,2.40556823809942,1510064,"result/fits/scenario_06_n2000_J36_K2/replicate_064.rds"
6,65,2000,72,36,2,2,1,0.0490126604758523,0.0701160654919922,2.40065384705861,1510065,"result/fits/scenario_06_n2000_J36_K2/replicate_065.rds"
6,66,2000,72,36,2,2,1,0.0532442557882731,0.0741249770741012,2.43799316883087,1510066,"result/fits/scenario_06_n2000_J36_K2/replicate_066.rds"
6,67,2000,72,36,2,2,0.975047988589608,0.0527633569570059,0.111951697439944,6.32408289909363,1510067,"result/fits/scenario_06_n2000_J36_K2/replicate_067.rds"
6,68,2000,72,36,2,2,1,0.0544864769356041,0.114111525549737,2.3437801361084,1510068,"result/fits/scenario_06_n2000_J36_K2/replicate_068.rds"
6,69,2000,72,36,2,2,1,0.0452895198726795,0.110231000002579,2.3523449977239,1510069,"result/fits/scenario_06_n2000_J36_K2/replicate_069.rds"
6,70,2000,72,36,2,2,1,0.0503935533831672,0.122379713076349,2.34375096956889,1510070,"result/fits/scenario_06_n2000_J36_K2/replicate_070.rds"
6,71,2000,72,36,2,2,1,0.0485459048297919,0.0832415887460307,2.3457292397817,1510071,"result/fits/scenario_06_n2000_J36_K2/replicate_071.rds"
6,72,2000,72,36,2,2,1,0.046386825784939,0.0699006185773514,2.34380162556966,1510072,"result/fits/scenario_06_n2000_J36_K2/replicate_072.rds"
6,73,2000,72,36,2,2,0.975047988589608,0.0470753972288014,0.0450377881287587,2.34499852657318,1510073,"result/fits/scenario_06_n2000_J36_K2/replicate_073.rds"
6,74,2000,72,36,2,2,0.975047988589608,0.0491059720143722,0.0638396469422914,2.35033584833145,1510074,"result/fits/scenario_06_n2000_J36_K2/replicate_074.rds"
6,75,2000,72,36,2,2,1,0.0477336402523182,0.126384235951421,2.34490661223729,1510075,"result/fits/scenario_06_n2000_J36_K2/replicate_075.rds"
6,76,2000,72,36,2,2,1,0.0513277304378722,0.0924094467640156,2.34647722244263,1510076,"result/fits/scenario_06_n2000_J36_K2/replicate_076.rds"
6,77,2000,72,36,2,2,1,0.0496995402754381,0.0752732031789782,2.34657570918401,1510077,"result/fits/scenario_06_n2000_J36_K2/replicate_077.rds"
6,78,2000,72,36,2,2,1,0.0455069957340758,0.0686679752683721,2.61906046072642,1510078,"result/fits/scenario_06_n2000_J36_K2/replicate_078.rds"
6,79,2000,72,36,2,2,1,0.0489230335090022,0.0891867566097279,2.34386868874232,1510079,"result/fits/scenario_06_n2000_J36_K2/replicate_079.rds"
6,80,2000,72,36,2,2,1,0.048868203130342,0.0474834605526764,2.36073708534241,1510080,"result/fits/scenario_06_n2000_J36_K2/replicate_080.rds"
6,81,2000,72,36,2,2,0.922870093275118,0.0513992812982232,0.111932294211213,2.34380762179693,1510081,"result/fits/scenario_06_n2000_J36_K2/replicate_081.rds"
6,82,2000,72,36,2,2,1,0.0497120625693153,0.051613779178773,2.36101659536362,1510082,"result/fits/scenario_06_n2000_J36_K2/replicate_082.rds"
6,83,2000,72,36,2,2,1,0.0503927668924338,0.0668395867952499,2.34500886599223,1510083,"result/fits/scenario_06_n2000_J36_K2/replicate_083.rds"
6,84,2000,72,36,2,2,1,0.0479276010883299,0.0806826311248511,2.34338353474935,1510084,"result/fits/scenario_06_n2000_J36_K2/replicate_084.rds"
6,85,2000,72,36,2,2,0.975047988589608,0.048517487128584,0.127851475825111,2.27659264008204,1510085,"result/fits/scenario_06_n2000_J36_K2/replicate_085.rds"
6,86,2000,72,36,2,2,1,0.0542327455595034,0.110501670584887,2.28159881432851,1510086,"result/fits/scenario_06_n2000_J36_K2/replicate_086.rds"
6,87,2000,72,36,2,2,1,0.0465461580460696,0.0998406212848476,2.27192367315292,1510087,"result/fits/scenario_06_n2000_J36_K2/replicate_087.rds"
6,88,2000,72,36,2,2,0.973712898780262,0.0496235252960981,0.0593427413778042,2.27232757806778,1510088,"result/fits/scenario_06_n2000_J36_K2/replicate_088.rds"
6,89,2000,72,36,2,2,1,0.053745011835089,0.103874018616794,2.28364765644073,1510089,"result/fits/scenario_06_n2000_J36_K2/replicate_089.rds"
6,90,2000,72,36,2,2,0.975047988589608,0.0511277619285123,0.115067583737223,2.27972576618195,1510090,"result/fits/scenario_06_n2000_J36_K2/replicate_090.rds"
6,91,2000,72,36,2,2,1,0.0480595653639624,0.0561386670656722,2.2789382537206,1510091,"result/fits/scenario_06_n2000_J36_K2/replicate_091.rds"
6,92,2000,72,36,2,2,0.947073951521727,0.0473263578416277,0.121977319704035,2.27270627816518,1510092,"result/fits/scenario_06_n2000_J36_K2/replicate_092.rds"
6,93,2000,72,36,2,2,1,0.0451310360145751,0.135330739731288,2.27270618677139,1510093,"result/fits/scenario_06_n2000_J36_K2/replicate_093.rds"
6,94,2000,72,36,2,2,1,0.0446197700857206,0.0617340626712409,2.27426916360855,1510094,"result/fits/scenario_06_n2000_J36_K2/replicate_094.rds"
6,95,2000,72,36,2,2,1,0.0510907670081894,0.0892804919258793,4.23371597925822,1510095,"result/fits/scenario_06_n2000_J36_K2/replicate_095.rds"
6,96,2000,72,36,2,2,1,0.0504962649492287,0.116217725232339,2.27614399194717,1510096,"result/fits/scenario_06_n2000_J36_K2/replicate_096.rds"
6,97,2000,72,36,2,2,0.973712898780262,0.0496033031694639,0.106012923010902,2.27582141160965,1510097,"result/fits/scenario_06_n2000_J36_K2/replicate_097.rds"
6,98,2000,72,36,2,2,1,0.04759996589131,0.0659827891284423,2.27211676836014,1510098,"result/fits/scenario_06_n2000_J36_K2/replicate_098.rds"
6,99,2000,72,36,2,2,1,0.0479201619968035,0.0846378670201978,2.25692787965139,1510099,"result/fits/scenario_06_n2000_J36_K2/replicate_099.rds"
6,100,2000,72,36,2,2,0.973712898780262,0.0487850169693029,0.0971212848364973,2.26908275683721,1510100,"result/fits/scenario_06_n2000_J36_K2/replicate_100.rds"
7,1,500,48,24,3,3,0.917975567190227,0.095760468469253,0.186380926509997,0.608075845241547,1610001,"result/fits/scenario_07_n500_J24_K3/replicate_001.rds"
7,2,500,48,24,3,3,0.868548182049326,0.0945207431817702,0.296611550376103,0.56937818924586,1610002,"result/fits/scenario_07_n500_J24_K3/replicate_002.rds"
7,3,500,48,24,3,3,1,0.0976991398732262,0.23390283045733,0.620118737220764,1610003,"result/fits/scenario_07_n500_J24_K3/replicate_003.rds"
7,4,500,48,24,3,3,0.756160830090791,0.0970684090433554,0.262871045315153,0.619893439610799,1610004,"result/fits/scenario_07_n500_J24_K3/replicate_004.rds"
7,5,500,48,24,3,3,0.834571763785686,0.101129670396998,0.299849842762345,0.598045631249746,1610005,"result/fits/scenario_07_n500_J24_K3/replicate_005.rds"
7,6,500,48,24,3,3,0.912541868254559,0.0909075649112442,0.233098901949356,0.598975912729899,1610006,"result/fits/scenario_07_n500_J24_K3/replicate_006.rds"
7,7,500,48,24,3,3,0.917975567190227,0.118355627449564,0.257129853816115,0.62412916024526,1610007,"result/fits/scenario_07_n500_J24_K3/replicate_007.rds"
7,8,500,48,24,3,3,0.911687335588125,0.111816759641303,0.278717590976707,0.609248423576355,1610008,"result/fits/scenario_07_n500_J24_K3/replicate_008.rds"
7,9,500,48,24,3,3,0.875142314990512,0.117113579911808,0.258438235129547,0.611980279286703,1610009,"result/fits/scenario_07_n500_J24_K3/replicate_009.rds"
7,10,500,48,24,3,3,0.959186205185461,0.0855063777780284,0.255688215256216,0.615516308943431,1610010,"result/fits/scenario_07_n500_J24_K3/replicate_010.rds"
7,11,500,48,24,3,3,0.959577343654012,0.101817398820448,0.232746546497932,0.597550666332245,1610011,"result/fits/scenario_07_n500_J24_K3/replicate_011.rds"
7,12,500,48,24,3,3,0.666120218579235,0.107172796370747,0.257201883169643,0.60718594789505,1610012,"result/fits/scenario_07_n500_J24_K3/replicate_012.rds"
7,13,500,48,24,3,3,0.959577343654012,0.100135620585278,0.277760429543482,0.603040313720703,1610013,"result/fits/scenario_07_n500_J24_K3/replicate_013.rds"
7,14,500,48,24,3,3,0.959577343654012,0.0903623154193598,0.23519214752255,0.620730133851369,1610014,"result/fits/scenario_07_n500_J24_K3/replicate_014.rds"
7,15,500,48,24,3,3,0.881671701913394,0.099917574458147,0.229356769109989,0.617638659477234,1610015,"result/fits/scenario_07_n500_J24_K3/replicate_015.rds"
7,16,500,48,24,3,3,0.959577343654012,0.0871828282464935,0.297795976215724,0.610550395647685,1610016,"result/fits/scenario_07_n500_J24_K3/replicate_016.rds"
7,17,500,48,24,3,3,0.911687335588125,0.0856894053749864,0.225928458059782,0.618883029619853,1610017,"result/fits/scenario_07_n500_J24_K3/replicate_017.rds"
7,18,500,48,24,3,3,0.787714543812105,0.11904677543017,0.213251151955173,0.61970579624176,1610018,"result/fits/scenario_07_n500_J24_K3/replicate_018.rds"
7,19,500,48,24,3,3,0.935237379431291,0.0991080983436869,0.213922038805703,0.596936082839966,1610019,"result/fits/scenario_07_n500_J24_K3/replicate_019.rds"
7,20,500,48,24,3,3,0.917975567190227,0.0885819953018668,0.285825596827693,0.591214899222056,1610020,"result/fits/scenario_07_n500_J24_K3/replicate_020.rds"
7,21,500,48,24,3,3,0.832697686244597,0.104082881171151,0.34230719065086,0.595355216662089,1610021,"result/fits/scenario_07_n500_J24_K3/replicate_021.rds"
7,22,500,48,24,3,3,0.959186205185461,0.100041089853722,0.248318457569649,0.596637221177419,1610022,"result/fits/scenario_07_n500_J24_K3/replicate_022.rds"
7,23,500,48,24,3,3,1,0.0878062649280951,0.279518876249999,0.600168637434642,1610023,"result/fits/scenario_07_n500_J24_K3/replicate_023.rds"
7,24,500,48,24,3,3,0.906257791074545,0.0992654026371031,0.15574698589009,0.601113704840342,1610024,"result/fits/scenario_07_n500_J24_K3/replicate_024.rds"
7,25,500,48,24,3,3,0.959577343654012,0.0937236681999722,0.294195041388194,0.599799891312917,1610025,"result/fits/scenario_07_n500_J24_K3/replicate_025.rds"
7,26,500,48,24,3,3,0.917975567190227,0.110888041570916,0.275238206683607,0.601300088564555,1610026,"result/fits/scenario_07_n500_J24_K3/replicate_026.rds"
