"scenario_id","replicate_id","n","J","J_block","true_K1","true_K2","fit_K1","fit_K2","BIC_mod","mean_parameter_count","elapsed_min","seed","path","true_model_BIC","best_incorrect_BIC","BIC_margin_best_wrong_minus_true","best_wrong_K1","best_wrong_K2","correct"
5,61,1000,72,36,2,2,2,2,148776.622525156,270.906,0.990041255950928,6570202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_061/fit_K1_2_K2_2.rds",148776.622525156,149130.922658873,354.300133716984,3,2,TRUE
11,61,1000,72,36,3,3,3,3,150431.664346806,296.934,1.35427301327387,12570303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_061/fit_K1_3_K2_3.rds",150431.664346806,150793.916152951,362.251806144981,4,3,TRUE
17,61,1000,72,36,4,4,4,4,151118.342972695,336.864,1.6223125298818,18570404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_061/fit_K1_4_K2_4.rds",151118.342972695,151601.014666614,482.671693918994,5,4,TRUE
5,62,1000,72,36,2,2,2,2,149254.749187294,270.598,0.697450868288676,6580202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_062/fit_K1_2_K2_2.rds",149254.749187294,149603.725438605,348.976251311018,3,2,TRUE
11,62,1000,72,36,3,3,3,3,150618.014385357,305.892,1.34350002209345,12580303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_062/fit_K1_3_K2_3.rds",150618.014385357,151027.417492758,409.403107400984,4,3,TRUE
17,62,1000,72,36,4,4,4,4,151199.419010981,337.99,1.99481558799744,18580404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_062/fit_K1_4_K2_4.rds",151199.419010981,151533.162339911,333.743328930024,5,4,TRUE
5,63,1000,72,36,2,2,2,2,148838.069999519,272.164,0.901593466599782,6590202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_063/fit_K1_2_K2_2.rds",148838.069999519,149211.332733243,373.262733723997,3,2,TRUE
11,63,1000,72,36,3,3,3,3,150280.392009541,304.55,1.34563897450765,12590303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_063/fit_K1_3_K2_3.rds",150280.392009541,150956.394105063,676.002095521981,4,3,TRUE
17,63,1000,72,36,4,4,4,4,151547.925709989,340.35,2.03778952757518,18590404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_063/fit_K1_4_K2_4.rds",151547.925709989,151871.001483092,323.075773102988,5,4,TRUE
5,64,1000,72,36,2,2,2,2,149350.974106258,265.658,0.995967415968577,6600202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_064/fit_K1_2_K2_2.rds",149350.974106258,149707.081634002,356.107527743996,3,2,TRUE
11,64,1000,72,36,3,3,3,3,150138.309002684,298.806,1.35020274718602,12600303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_064/fit_K1_3_K2_3.rds",150138.309002684,150918.284779973,779.975777289015,5,3,TRUE
17,64,1000,72,36,4,4,4,4,151500.532246894,339.454,1.92232090234756,18600404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_064/fit_K1_4_K2_4.rds",151500.532246894,151804.55412039,304.021873496007,5,4,TRUE
5,65,1000,72,36,2,2,2,2,148640.522403156,266.342,0.990546333789825,6610202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_065/fit_K1_2_K2_2.rds",148640.522403156,149037.762093607,397.239690450981,3,2,TRUE
11,65,1000,72,36,3,3,3,3,150111.845629465,307.2,1.33947543303172,12610303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_065/fit_K1_3_K2_3.rds",150111.845629465,150641.367809237,529.522179772,4,3,TRUE
17,65,1000,72,36,4,4,4,4,151471.13831023,338.538,2.0358896613121,18610404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_065/fit_K1_4_K2_4.rds",151471.13831023,151811.919680352,340.781370122015,5,4,TRUE
5,66,1000,72,36,2,2,2,2,149026.01144957,265.114,0.987944515546163,6620202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_066/fit_K1_2_K2_2.rds",149026.01144957,149347.724440815,321.712991245004,3,2,TRUE
11,66,1000,72,36,3,3,3,3,149770.083346464,306.568,1.35162337621053,12620303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_066/fit_K1_3_K2_3.rds",149770.083346464,150106.716689709,336.63334324499,4,3,TRUE
17,66,1000,72,36,4,4,4,4,151380.471758707,343.442,2.03359980185827,18620404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_066/fit_K1_4_K2_4.rds",151380.471758707,151793.751473075,413.279714368022,5,4,TRUE
5,67,1000,72,36,2,2,2,2,148976.525565025,267.97,0.787772500514984,6630202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_067/fit_K1_2_K2_2.rds",148976.525565025,149334.463621692,357.938056667015,3,2,TRUE
11,67,1000,72,36,3,3,3,3,150442.060675307,302.852,1.35374626715978,12630303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_067/fit_K1_3_K2_3.rds",150442.060675307,151519.630688726,1077.570013419,3,4,TRUE
17,67,1000,72,36,4,4,4,4,151700.835393794,340.656,2.02829007307688,18630404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_067/fit_K1_4_K2_4.rds",151700.835393794,151994.239784788,293.404390993994,5,4,TRUE
5,68,1000,72,36,2,2,2,2,148865.8812809,269.112,0.996953801314036,6640202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_068/fit_K1_2_K2_2.rds",148865.8812809,149244.644991754,378.763710853993,2,3,TRUE
11,68,1000,72,36,3,3,3,3,149969.309236327,306.25,1.34330859978994,12640303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_068/fit_K1_3_K2_3.rds",149969.309236327,150727.035022721,757.725786393974,5,3,TRUE
17,68,1000,72,36,4,4,4,4,151358.171878011,335.81,2.02947119077047,18640404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_068/fit_K1_4_K2_4.rds",151358.171878011,151706.869768336,348.697890325013,5,4,TRUE
5,69,1000,72,36,2,2,2,2,148960.817842509,266.6,0.988802679379781,6650202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_069/fit_K1_2_K2_2.rds",148960.817842509,149304.98348409,344.165641580999,3,2,TRUE
11,69,1000,72,36,3,3,3,3,150266.909838626,305.816,1.35096260309219,12650303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_069/fit_K1_3_K2_3.rds",150266.909838626,150582.808668467,315.898829841026,4,3,TRUE
17,69,1000,72,36,4,4,4,4,151085.767614752,338.298,2.04020998477936,18650404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_069/fit_K1_4_K2_4.rds",151085.767614752,151388.361003971,302.593389218993,5,4,TRUE
5,70,1000,72,36,2,2,2,2,148926.337344667,272.196,0.9897532025973,6660202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_070/fit_K1_2_K2_2.rds",148926.337344667,149260.26991867,333.932574003004,3,2,TRUE
11,70,1000,72,36,3,3,3,3,150131.663638948,304.578,1.35097646713257,12660303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_070/fit_K1_3_K2_3.rds",150131.663638948,150452.714976726,321.051337778015,4,3,TRUE
17,70,1000,72,36,4,4,4,4,151573.096731953,349.132,2.04037117560705,18660404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_070/fit_K1_4_K2_4.rds",151573.096731953,151945.459157821,372.362425867992,5,4,TRUE
5,71,1000,72,36,2,2,2,2,148536.597615391,265.518,0.993118353684743,6670202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_071/fit_K1_2_K2_2.rds",148536.597615391,148899.820997652,363.223382261,3,2,TRUE
11,71,1000,72,36,3,3,3,3,150022.019224589,305.468,1.26460700829824,12670303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_071/fit_K1_3_K2_3.rds",150022.019224589,150377.815297231,355.796072641999,4,3,TRUE
17,71,1000,72,36,4,4,4,4,151597.877854047,335.66,2.03708908955256,18670404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_071/fit_K1_4_K2_4.rds",151597.877854047,151998.646893948,400.769039901003,5,4,TRUE
5,72,1000,72,36,2,2,2,2,149175.492655617,269.272,0.989049112796783,6680202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_072/fit_K1_2_K2_2.rds",149175.492655617,149543.430613033,367.937957415998,3,2,TRUE
11,72,1000,72,36,3,3,3,3,150007.282712838,299.908,1.34730887810389,12680303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_072/fit_K1_3_K2_3.rds",150007.282712838,150448.237973278,440.955260440009,4,3,TRUE
17,72,1000,72,36,4,4,4,4,151597.28244496,339.098,2.0375094572703,18680404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_072/fit_K1_4_K2_4.rds",151597.28244496,151976.752596004,379.470151043992,5,4,TRUE
5,73,1000,72,36,2,2,2,2,149215.758237061,271.924,0.955011037985484,6690202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_073/fit_K1_2_K2_2.rds",149215.758237061,149553.275506997,337.517269935983,3,2,TRUE
11,73,1000,72,36,3,3,3,3,150471.433065911,307.52,1.35095495780309,12690303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_073/fit_K1_3_K2_3.rds",150471.433065911,150818.177665548,346.744599636993,4,3,TRUE
17,73,1000,72,36,4,4,4,4,151412.377635077,340.28,2.03470494349798,18690404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_073/fit_K1_4_K2_4.rds",151412.377635077,151868.857135605,456.479500528018,5,4,TRUE
5,74,1000,72,36,2,2,2,2,148877.869077082,273.622,0.986171897252401,6700202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_074/fit_K1_2_K2_2.rds",148877.869077082,149196.369906126,318.500829044002,3,2,TRUE
11,74,1000,72,36,3,3,3,3,150282.534238155,315.64,1.35028472344081,12700303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_074/fit_K1_3_K2_3.rds",150282.534238155,150601.378783477,318.844545322005,4,3,TRUE
17,74,1000,72,36,4,4,4,4,151456.861009373,331.39,2.04834698836009,18700404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_074/fit_K1_4_K2_4.rds",151456.861009373,151872.860548918,415.99953954498,5,4,TRUE
5,75,1000,72,36,2,2,2,2,148733.63869701,274.512,0.994666067759196,6710202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_075/fit_K1_2_K2_2.rds",148733.63869701,149069.346807309,335.70811029899,3,2,TRUE
11,75,1000,72,36,3,3,3,3,150290.571419542,299.356,1.34951635201772,12710303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_075/fit_K1_3_K2_3.rds",150290.571419542,150643.966382531,353.394962989027,4,3,TRUE
17,75,1000,72,36,4,4,4,4,151434.760457419,340.866,2.0412717739741,18710404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_075/fit_K1_4_K2_4.rds",151434.760457419,151851.752153474,416.991696054989,5,4,TRUE
5,76,1000,72,36,2,2,2,2,148806.870237324,267.488,0.993768906593323,6720202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_076/fit_K1_2_K2_2.rds",148806.870237324,149182.238485286,375.368247962004,3,2,TRUE
11,76,1000,72,36,3,3,3,3,150040.829791703,302.78,1.34827054341634,12720303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_076/fit_K1_3_K2_3.rds",150040.829791703,150390.548297123,349.718505419994,4,3,TRUE
17,76,1000,72,36,4,4,4,4,151373.780995536,336.192,2.03949381907781,18720404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_076/fit_K1_4_K2_4.rds",151373.780995536,151767.372211465,393.591215928987,5,4,TRUE
5,77,1000,72,36,2,2,2,2,148662.886320079,267.91,0.887493852774302,6730202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_077/fit_K1_2_K2_2.rds",148662.886320079,149028.279227771,365.392907692003,3,2,TRUE
11,77,1000,72,36,3,3,3,3,150163.634927187,300.846,1.34849383831024,12730303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_077/fit_K1_3_K2_3.rds",150163.634927187,150536.261175817,372.626248629997,4,3,TRUE
17,77,1000,72,36,4,4,4,4,151669.660170518,345.442,2.03770701090495,18730404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_077/fit_K1_4_K2_4.rds",151669.660170518,152008.353129365,338.692958846979,5,4,TRUE
5,78,1000,72,36,2,2,2,2,148611.761135384,266.59,0.992550468444824,6740202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_078/fit_K1_2_K2_2.rds",148611.761135384,148956.923960809,345.16282542501,3,2,TRUE
11,78,1000,72,36,3,3,3,3,150273.734058897,302.474,1.35674434900284,12740303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_078/fit_K1_3_K2_3.rds",150273.734058897,150649.705026418,375.970967520989,4,3,TRUE
17,78,1000,72,36,4,4,4,4,151842.798000792,336.408,2.04924362500509,18740404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_078/fit_K1_4_K2_4.rds",151842.798000792,152165.606234697,322.808233905002,5,4,TRUE
5,79,1000,72,36,2,2,2,2,148679.127479492,262.458,0.987909233570099,6750202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_079/fit_K1_2_K2_2.rds",148679.127479492,149015.817873854,336.690394361998,3,2,TRUE
11,79,1000,72,36,3,3,3,3,150616.208964284,307.292,1.33910549084345,12750303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_079/fit_K1_3_K2_3.rds",150616.208964284,150968.733648888,352.524684604025,4,3,TRUE
17,79,1000,72,36,4,4,4,4,151653.151777517,336.8,2.0448423743248,18750404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_079/fit_K1_4_K2_4.rds",151653.151777517,152079.103139045,425.951361528016,5,4,TRUE
5,80,1000,72,36,2,2,2,2,148747.902312849,279.274,0.990661597251892,6760202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_080/fit_K1_2_K2_2.rds",148747.902312849,149091.943184849,344.040871999983,3,2,TRUE
11,80,1000,72,36,3,3,3,3,150186.509279991,304.862,1.00767062107722,12760303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_080/fit_K1_3_K2_3.rds",150186.509279991,150537.335038822,350.825758830993,4,3,TRUE
17,80,1000,72,36,4,4,4,4,151641.044182372,340.68,2.03557638327281,18760404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_080/fit_K1_4_K2_4.rds",151641.044182372,152164.341252682,523.297070310015,5,4,TRUE
5,81,1000,72,36,2,2,2,2,149423.387155485,274.002,0.992065521081289,6770202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_081/fit_K1_2_K2_2.rds",149423.387155485,149793.442667673,370.055512188002,3,2,TRUE
11,81,1000,72,36,3,3,3,3,150404.167590292,300.694,1.35783948103587,12770303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_081/fit_K1_3_K2_3.rds",150404.167590292,150854.057099968,449.889509675995,4,3,TRUE
17,81,1000,72,36,4,4,4,4,150997.39981918,342.134,1.34267755746841,18770404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_081/fit_K1_4_K2_4.rds",150997.39981918,151627.785498904,630.385679724015,4,3,TRUE
5,82,1000,72,36,2,2,2,2,149029.812597439,270.938,0.998040930430094,6780202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_082/fit_K1_2_K2_2.rds",149029.812597439,149377.456145779,347.643548339984,3,2,TRUE
11,82,1000,72,36,3,3,3,3,149953.457410154,304.752,0.895642177263896,12780303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_082/fit_K1_3_K2_3.rds",149953.457410154,150401.8352033,448.377793146006,4,3,TRUE
17,82,1000,72,36,4,4,4,4,151037.0217948,341.636,2.0470928311348,18780404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_082/fit_K1_4_K2_4.rds",151037.0217948,151591.287416041,554.265621241007,3,4,TRUE
5,83,1000,72,36,2,2,2,2,149338.75055286,272.978,0.683942989508311,6790202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_083/fit_K1_2_K2_2.rds",149338.75055286,149704.358097565,365.60754470501,3,2,TRUE
11,83,1000,72,36,3,3,3,3,149890.675399688,302.16,1.3539844473203,12790303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_083/fit_K1_3_K2_3.rds",149890.675399688,150225.209977401,334.534577712999,4,3,TRUE
17,83,1000,72,36,4,4,4,4,151321.094709304,335.612,2.03292448123296,18790404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_083/fit_K1_4_K2_4.rds",151321.094709304,151847.313054556,526.218345252011,5,4,TRUE
5,84,1000,72,36,2,2,2,2,148599.927948852,265.06,0.99216103553772,6800202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_084/fit_K1_2_K2_2.rds",148599.927948852,148950.455850738,350.527901886002,3,2,TRUE
11,84,1000,72,36,3,3,3,3,150526.404259426,303.22,1.35496247609456,12800303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_084/fit_K1_3_K2_3.rds",150526.404259426,150956.051312541,429.647053115012,4,3,TRUE
17,84,1000,72,36,4,4,4,4,151460.978063468,340.184,2.02192291021347,18800404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_084/fit_K1_4_K2_4.rds",151460.978063468,151790.577084416,329.599020947993,5,4,TRUE
5,85,1000,72,36,2,2,2,2,148992.085229,268.364,0.993492269515991,6810202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_085/fit_K1_2_K2_2.rds",148992.085229,149369.011412264,376.926183264004,3,2,TRUE
11,85,1000,72,36,3,3,3,3,149651.60764258,297.596,1.35904490550359,12810303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_085/fit_K1_3_K2_3.rds",149651.60764258,149966.836087197,315.228444617009,4,3,TRUE
17,85,1000,72,36,4,4,4,4,151210.598218364,343.878,2.04193389415741,18810404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_085/fit_K1_4_K2_4.rds",151210.598218364,151542.928423427,332.330205062986,5,4,TRUE
5,86,1000,72,36,2,2,2,2,148811.126236819,272.202,0.738152142365774,6820202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_086/fit_K1_2_K2_2.rds",148811.126236819,149192.820430889,381.694194070005,2,3,TRUE
11,86,1000,72,36,3,3,3,3,150021.946994168,308.41,1.34784680604935,12820303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_086/fit_K1_3_K2_3.rds",150021.946994168,150351.96940907,330.022414901992,4,3,TRUE
17,86,1000,72,36,4,4,4,4,151472.677848504,336.412,2.04724550644557,18820404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_086/fit_K1_4_K2_4.rds",151472.677848504,152107.938537317,635.260688812996,4,3,TRUE
5,87,1000,72,36,2,2,2,2,148772.212297975,268.232,0.98683248758316,6830202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_087/fit_K1_2_K2_2.rds",148772.212297975,149140.256891838,368.044593863015,2,3,TRUE
11,87,1000,72,36,3,3,3,3,149765.827692043,299.54,1.34148677190145,12830303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_087/fit_K1_3_K2_3.rds",149765.827692043,150098.417298529,332.589606485999,4,3,TRUE
17,87,1000,72,36,4,4,4,4,150913.30147992,340.666,2.04400180578232,18830404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_087/fit_K1_4_K2_4.rds",150913.30147992,151339.682390262,426.380910342006,5,4,TRUE
5,88,1000,72,36,2,2,2,2,148912.210634604,278.72,0.992547237873077,6840202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_088/fit_K1_2_K2_2.rds",148912.210634604,149286.946197358,374.73556275398,3,2,TRUE
11,88,1000,72,36,3,3,3,3,149961.322213446,306.418,1.3500452876091,12840303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_088/fit_K1_3_K2_3.rds",149961.322213446,150309.177983319,347.855769873015,4,3,TRUE
17,88,1000,72,36,4,4,4,4,151560.68969756,337.946,2.03890759944916,18840404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_088/fit_K1_4_K2_4.rds",151560.68969756,152100.467809546,539.778111986001,3,4,TRUE
5,89,1000,72,36,2,2,2,2,148658.26625968,271.144,0.98932626247406,6850202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_089/fit_K1_2_K2_2.rds",148658.26625968,149006.783335077,348.517075396987,3,2,TRUE
11,89,1000,72,36,3,3,3,3,149904.154061515,304.08,1.34364527861277,12850303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_089/fit_K1_3_K2_3.rds",149904.154061515,150324.72315706,420.569095545012,4,3,TRUE
17,89,1000,72,36,4,4,4,4,151463.760463217,339.17,1.28868846893311,18850404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_089/fit_K1_4_K2_4.rds",151463.760463217,151799.527242759,335.766779541998,5,4,TRUE
5,90,1000,72,36,2,2,2,2,148832.290532272,266.576,0.990275172392527,6860202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_090/fit_K1_2_K2_2.rds",148832.290532272,149203.4771123,371.186580028007,3,2,TRUE
11,90,1000,72,36,3,3,3,3,150165.565150736,306.67,1.34792890548706,12860303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_090/fit_K1_3_K2_3.rds",150165.565150736,150542.303551237,376.738400501024,4,3,TRUE
17,90,1000,72,36,4,4,4,4,151310.733605766,334.604,1.68950861692429,18860404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_090/fit_K1_4_K2_4.rds",151310.733605766,151674.967580219,364.233974453004,5,4,TRUE
5,91,1000,72,36,2,2,2,2,148805.521820275,271.72,0.682312734921773,6870202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_091/fit_K1_2_K2_2.rds",148805.521820275,149161.973199,356.451378725003,3,2,TRUE
11,91,1000,72,36,3,3,3,3,150082.356368439,309.528,0.976151434580485,12870303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_091/fit_K1_3_K2_3.rds",150082.356368439,150488.146912137,405.790543697978,4,3,TRUE
17,91,1000,72,36,4,4,4,4,151298.336262172,334.646,2.04513833920161,18870404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_091/fit_K1_4_K2_4.rds",151298.336262172,151930.261968917,631.925706745009,5,4,TRUE
5,92,1000,72,36,2,2,2,2,148676.929682872,267.45,0.991144887606303,6880202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_092/fit_K1_2_K2_2.rds",148676.929682872,149033.242625761,356.312942888995,3,2,TRUE
11,92,1000,72,36,3,3,3,3,150390.765601715,306.45,1.34663750727971,12880303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_092/fit_K1_3_K2_3.rds",150390.765601715,150854.167609298,463.402007583005,4,3,TRUE
17,92,1000,72,36,4,4,4,4,151191.405215019,342.532,1.54564648469289,18880404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_092/fit_K1_4_K2_4.rds",151191.405215019,151500.550963057,309.14574803799,5,4,TRUE
5,93,1000,72,36,2,2,2,2,148872.972506883,265.698,0.989925360679626,6890202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_093/fit_K1_2_K2_2.rds",148872.972506883,149243.477857319,370.505350435997,3,2,TRUE
11,93,1000,72,36,3,3,3,3,150098.376422123,299.846,1.35151117245356,12890303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_093/fit_K1_3_K2_3.rds",150098.376422123,150464.607166025,366.230743902008,4,3,TRUE
17,93,1000,72,36,4,4,4,4,151617.383345047,332.25,1.28879083792369,18890404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_093/fit_K1_4_K2_4.rds",151617.383345047,152087.558325962,470.174980914977,5,4,TRUE
5,94,1000,72,36,2,2,2,2,149076.556317414,268.306,0.943144679069519,6900202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_094/fit_K1_2_K2_2.rds",149076.556317414,149427.969616425,351.413299010979,3,2,TRUE
11,94,1000,72,36,3,3,3,3,150362.72973899,303.09,1.36497329473495,12900303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_094/fit_K1_3_K2_3.rds",150362.72973899,150698.114713777,335.384974787012,4,3,TRUE
17,94,1000,72,36,4,4,4,4,151522.092301279,343.932,1.2867720802625,18900404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_094/fit_K1_4_K2_4.rds",151522.092301279,151907.591713902,385.499412623001,5,4,TRUE
5,95,1000,72,36,2,2,2,2,149302.678357216,271.522,0.990596481164296,6910202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_095/fit_K1_2_K2_2.rds",149302.678357216,149673.793328741,371.114971525007,3,2,TRUE
11,95,1000,72,36,3,3,3,3,150452.300206308,304.912,1.34821263949076,12910303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_095/fit_K1_3_K2_3.rds",150452.300206308,150784.82487293,332.524666622019,4,3,TRUE
17,95,1000,72,36,4,4,4,4,151528.810314329,340.274,1.27671574751536,18910404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_095/fit_K1_4_K2_4.rds",151528.810314329,152114.681160905,585.870846575999,5,4,TRUE
5,96,1000,72,36,2,2,2,2,149134.930725701,262.31,0.994163831075033,6920202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_096/fit_K1_2_K2_2.rds",149134.930725701,149485.635976025,350.705250323983,3,2,TRUE
11,96,1000,72,36,3,3,3,3,149701.22417084,300.044,1.32041192452113,12920303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_096/fit_K1_3_K2_3.rds",149701.22417084,150087.588378489,386.364207648992,4,3,TRUE
17,96,1000,72,36,4,4,4,4,151425.751436523,339.112,1.30451128085454,18920404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_096/fit_K1_4_K2_4.rds",151425.751436523,151824.931643596,399.180207073019,5,4,TRUE
5,97,1000,72,36,2,2,2,2,149050.651123851,266.4,0.988879017035166,6930202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_097/fit_K1_2_K2_2.rds",149050.651123851,149413.575308149,362.924184297997,3,2,TRUE
11,97,1000,72,36,3,3,3,3,150196.4256075,303.24,1.34959227244059,12930303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_097/fit_K1_3_K2_3.rds",150196.4256075,150512.82071418,316.395106680022,4,3,TRUE
17,97,1000,72,36,4,4,4,4,150932.158350062,337.586,1.28911293347677,18930404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_097/fit_K1_4_K2_4.rds",150932.158350062,151399.694813291,467.536463228986,5,4,TRUE
5,98,1000,72,36,2,2,2,2,148416.175315137,267.726,0.995150415102641,6940202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_098/fit_K1_2_K2_2.rds",148416.175315137,148777.984561812,361.809246674995,3,2,TRUE
11,98,1000,72,36,3,3,3,3,150317.573264903,304.194,1.35369506279627,12940303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_098/fit_K1_3_K2_3.rds",150317.573264903,150657.354815742,339.78155083899,4,3,TRUE
17,98,1000,72,36,4,4,4,4,151219.640429693,340.164,1.28661868969599,18940404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_098/fit_K1_4_K2_4.rds",151219.640429693,151563.109409083,343.468979389989,5,4,TRUE
