"scenario_id","replicate_id","n","J","J_block","true_K1","true_K2","fit_K1","fit_K2","bic","elapsed_min","seed","path","correct"
8,73,1000,48,24,3,3,2,3,99781.340830629,1.01542143026988,9003023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_073/fit_K1_2_K2_3.rds",FALSE
11,73,1000,72,36,3,3,3,3,147924.042198989,1.67715038061142,12003033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_073/fit_K1_3_K2_3.rds",TRUE
14,73,1000,48,24,4,4,1,4,100688.566718419,1.20079392194748,15003014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_073/fit_K1_1_K2_4.rds",FALSE
17,73,1000,72,36,4,4,4,4,148332.838110707,2.82647019227346,18003044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_073/fit_K1_4_K2_4.rds",TRUE
2,74,1000,48,24,2,2,2,2,98843.3486153536,0.812827793757121,3004022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_074/fit_K1_2_K2_2.rds",TRUE
5,74,1000,72,36,2,2,2,2,146920.458094075,1.1196617325147,6004022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_074/fit_K1_2_K2_2.rds",TRUE
8,74,1000,48,24,3,3,3,3,99635.781112469,1.17282151778539,9004033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_074/fit_K1_3_K2_3.rds",TRUE
11,74,1000,72,36,3,3,3,3,147675.883256687,1.77821489572525,12004033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_074/fit_K1_3_K2_3.rds",TRUE
14,74,1000,48,24,4,4,2,4,100301.07573563,1.29659960269928,15004024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_074/fit_K1_2_K2_4.rds",FALSE
17,74,1000,72,36,4,4,4,4,148419.209276212,2.63072472016017,18004044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_074/fit_K1_4_K2_4.rds",TRUE
2,75,1000,48,24,2,2,2,2,98654.2508798214,0.844814916451772,3005022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_075/fit_K1_2_K2_2.rds",TRUE
5,75,1000,72,36,2,2,2,2,146754.916003815,1.1770719687144,6005022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_075/fit_K1_2_K2_2.rds",TRUE
8,75,1000,48,24,3,3,3,3,99476.097140026,1.17705684105555,9005033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_075/fit_K1_3_K2_3.rds",TRUE
11,75,1000,72,36,3,3,3,3,147807.59337537,1.76689289013545,12005033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_075/fit_K1_3_K2_3.rds",TRUE
14,75,1000,48,24,4,4,1,4,100090.613216473,1.13236342668533,15005014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_075/fit_K1_1_K2_4.rds",FALSE
17,75,1000,72,36,4,4,4,4,148335.264159385,2.65968611637751,18005044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_075/fit_K1_4_K2_4.rds",TRUE
2,76,1000,48,24,2,2,2,2,98748.2886791455,0.869103479385376,3006022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_076/fit_K1_2_K2_2.rds",TRUE
5,76,1000,72,36,2,2,2,2,146895.245749591,1.11685920556386,6006022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_076/fit_K1_2_K2_2.rds",TRUE
8,76,1000,48,24,3,3,2,3,99560.032101657,0.938251388072967,9006023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_076/fit_K1_2_K2_3.rds",FALSE
11,76,1000,72,36,3,3,3,3,147527.194201751,1.64343665043513,12006033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_076/fit_K1_3_K2_3.rds",TRUE
14,76,1000,48,24,4,4,1,4,100427.165368888,1.21065103610357,15006014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_076/fit_K1_1_K2_4.rds",FALSE
17,76,1000,72,36,4,4,4,4,148313.00994776,2.73598663012187,18006044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_076/fit_K1_4_K2_4.rds",TRUE
2,77,1000,48,24,2,2,2,2,98618.8649475051,0.838269392649333,3007022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_077/fit_K1_2_K2_2.rds",TRUE
5,77,1000,72,36,2,2,2,2,146735.117861389,1.13423957824707,6007022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_077/fit_K1_2_K2_2.rds",TRUE
8,77,1000,48,24,3,3,3,3,99712.9996933032,1.15732253392537,9007033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_077/fit_K1_3_K2_3.rds",TRUE
11,77,1000,72,36,3,3,3,3,147664.989118192,1.62003376881282,12007033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_077/fit_K1_3_K2_3.rds",TRUE
14,77,1000,48,24,4,4,1,4,100411.171376707,1.19409079154332,15007014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_077/fit_K1_1_K2_4.rds",FALSE
17,77,1000,72,36,4,4,4,4,148533.684054242,2.60680178801219,18007044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_077/fit_K1_4_K2_4.rds",TRUE
2,78,1000,48,24,2,2,2,2,98321.9335424493,0.777078763643901,3008022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_078/fit_K1_2_K2_2.rds",TRUE
5,78,1000,72,36,2,2,2,2,146702.11400247,1.1132511973381,6008022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_078/fit_K1_2_K2_2.rds",TRUE
8,78,1000,48,24,3,3,3,3,99647.9032569447,1.14783571561178,9008033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_078/fit_K1_3_K2_3.rds",TRUE
11,78,1000,72,36,3,3,3,3,147770.694283337,1.61914126078288,12008033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_078/fit_K1_3_K2_3.rds",TRUE
14,78,1000,48,24,4,4,1,4,100547.761887163,1.13416891495387,15008014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_078/fit_K1_1_K2_4.rds",FALSE
17,78,1000,72,36,4,4,4,4,148795.735343531,2.6109016974767,18008044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_078/fit_K1_4_K2_4.rds",TRUE
2,79,1000,48,24,2,2,2,2,98952.9074089242,0.777387551466624,3009022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_079/fit_K1_2_K2_2.rds",TRUE
5,79,1000,72,36,2,2,2,2,146797.99169701,1.1171037475268,6009022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_079/fit_K1_2_K2_2.rds",TRUE
8,79,1000,48,24,3,3,3,3,99601.1484277262,1.14570787350337,9009033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_079/fit_K1_3_K2_3.rds",TRUE
11,79,1000,72,36,3,3,3,3,148072.438466969,1.60462359587351,12009033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_079/fit_K1_3_K2_3.rds",TRUE
14,79,1000,48,24,4,4,1,4,100527.238468827,1.19518313805262,15009014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_079/fit_K1_1_K2_4.rds",FALSE
17,79,1000,72,36,4,4,4,4,148580.453922024,2.63328057130178,18009044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_079/fit_K1_4_K2_4.rds",TRUE
2,80,1000,48,24,2,2,2,2,98978.0730013332,0.802583781878153,3010022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_080/fit_K1_2_K2_2.rds",TRUE
5,80,1000,72,36,2,2,2,2,146739.139373868,1.1214407881101,6010022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_080/fit_K1_2_K2_2.rds",TRUE
8,80,1000,48,24,3,3,3,3,99573.2356957571,1.14802016019821,9010033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_080/fit_K1_3_K2_3.rds",TRUE
11,80,1000,72,36,3,3,3,3,147656.955921748,1.6477254708608,12010033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_080/fit_K1_3_K2_3.rds",TRUE
14,80,1000,48,24,4,4,2,4,100094.443491319,1.27465843359629,15010024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_080/fit_K1_2_K2_4.rds",FALSE
17,80,1000,72,36,4,4,4,4,148571.75359271,2.58678356806437,18010044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_080/fit_K1_4_K2_4.rds",TRUE
2,81,1000,48,24,2,2,2,2,98802.8229211726,0.777726503213247,3011022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_081/fit_K1_2_K2_2.rds",TRUE
5,81,1000,72,36,2,2,2,2,147454.697522161,1.21066904067993,6011022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_081/fit_K1_2_K2_2.rds",TRUE
8,81,1000,48,24,3,3,3,3,99554.8197207,1.15716688632965,9011033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_081/fit_K1_3_K2_3.rds",TRUE
11,81,1000,72,36,3,3,3,3,147920.098887052,1.63101378281911,12011033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_081/fit_K1_3_K2_3.rds",TRUE
14,81,1000,48,24,4,4,2,4,99894.8060322007,1.2627877831459,15011024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_081/fit_K1_2_K2_4.rds",FALSE
17,81,1000,72,36,4,4,4,4,147883.813770727,2.59249424537023,18011044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_081/fit_K1_4_K2_4.rds",TRUE
2,82,1000,48,24,2,2,2,2,98613.6104003807,0.797372957070669,3012022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_082/fit_K1_2_K2_2.rds",TRUE
5,82,1000,72,36,2,2,2,2,147091.567800768,1.16815950075785,6012022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_082/fit_K1_2_K2_2.rds",TRUE
8,82,1000,48,24,3,3,3,3,99485.2858911802,1.19352828264236,9012033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_082/fit_K1_3_K2_3.rds",TRUE
11,82,1000,72,36,3,3,3,3,147427.9861841,1.75468924045563,12012033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_082/fit_K1_3_K2_3.rds",TRUE
14,82,1000,48,24,4,4,2,4,100655.905160052,1.25299411614736,15012024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_082/fit_K1_2_K2_4.rds",FALSE
17,82,1000,72,36,4,4,4,4,147967.281795846,2.62685765822728,18012044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_082/fit_K1_4_K2_4.rds",TRUE
2,83,1000,48,24,2,2,2,2,98932.8974274797,0.821925206979116,3013022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_083/fit_K1_2_K2_2.rds",TRUE
5,83,1000,72,36,2,2,2,2,147374.315600507,1.11948454380035,6013022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_083/fit_K1_2_K2_2.rds",TRUE
8,83,1000,48,24,3,3,2,3,99475.5079495205,0.984073384602865,9013023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_083/fit_K1_2_K2_3.rds",FALSE
11,83,1000,72,36,3,3,3,3,147408.662717769,1.63091137011846,12013033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_083/fit_K1_3_K2_3.rds",TRUE
14,83,1000,48,24,4,4,2,4,100315.582456826,1.25949281454086,15013024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_083/fit_K1_2_K2_4.rds",FALSE
17,83,1000,72,36,4,4,4,4,148272.126318203,2.64298980633418,18013044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_083/fit_K1_4_K2_4.rds",TRUE
2,84,1000,48,24,2,2,2,2,98867.0047694104,0.840896213054657,3014022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_084/fit_K1_2_K2_2.rds",TRUE
5,84,1000,72,36,2,2,2,2,146696.040849958,1.1257602930069,6014022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_084/fit_K1_2_K2_2.rds",TRUE
8,84,1000,48,24,3,3,3,3,99765.809204519,1.18687813282013,9014033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_084/fit_K1_3_K2_3.rds",TRUE
11,84,1000,72,36,3,3,3,3,148024.744269836,1.64044115146001,12014033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_084/fit_K1_3_K2_3.rds",TRUE
14,84,1000,48,24,4,4,2,4,100474.630672921,1.26235842704773,15014024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_084/fit_K1_2_K2_4.rds",FALSE
17,84,1000,72,36,4,4,4,4,148395.104377514,2.62097425460815,18014044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_084/fit_K1_4_K2_4.rds",TRUE
2,85,1000,48,24,2,2,2,2,99026.4268373995,0.842056115468343,3015022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_085/fit_K1_2_K2_2.rds",TRUE
5,85,1000,72,36,2,2,2,2,147069.361399162,1.12662193377813,6015022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_085/fit_K1_2_K2_2.rds",TRUE
8,85,1000,48,24,3,3,3,3,99652.0494846942,1.17346260945002,9015033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_085/fit_K1_3_K2_3.rds",TRUE
11,85,1000,72,36,3,3,3,3,147197.628277148,1.65438093344371,12015033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_085/fit_K1_3_K2_3.rds",TRUE
14,85,1000,48,24,4,4,1,4,100461.412546254,1.12416086991628,15015014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_085/fit_K1_1_K2_4.rds",FALSE
17,85,1000,72,36,4,4,4,4,148100.625136108,2.64368527730306,18015044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_085/fit_K1_4_K2_4.rds",TRUE
2,86,1000,48,24,2,2,2,2,98994.425480275,0.78661337296168,3016022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_086/fit_K1_2_K2_2.rds",TRUE
5,86,1000,72,36,2,2,2,2,146848.644665653,1.16703358888626,6016022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_086/fit_K1_2_K2_2.rds",TRUE
8,86,1000,48,24,3,3,3,3,99510.3134169403,1.17998823324839,9016033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_086/fit_K1_3_K2_3.rds",TRUE
11,86,1000,72,36,3,3,3,3,147484.947635378,1.63854543368022,12016033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_086/fit_K1_3_K2_3.rds",TRUE
14,86,1000,48,24,4,4,2,4,100138.943867583,1.28033782641093,15016024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_086/fit_K1_2_K2_4.rds",FALSE
17,86,1000,72,36,4,4,4,4,148428.745778742,2.80307651758194,18016044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_086/fit_K1_4_K2_4.rds",TRUE
2,87,1000,48,24,2,2,2,2,98839.4600075224,0.797846615314484,3017022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_087/fit_K1_2_K2_2.rds",TRUE
5,87,1000,72,36,2,2,2,2,146846.409980065,1.21148868004481,6017022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_087/fit_K1_2_K2_2.rds",TRUE
8,87,1000,48,24,3,3,3,3,99474.5845664682,1.15220738649368,9017033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_087/fit_K1_3_K2_3.rds",TRUE
11,87,1000,72,36,3,3,3,3,147287.393373399,1.77975894212723,12017033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_087/fit_K1_3_K2_3.rds",TRUE
14,87,1000,48,24,4,4,1,4,100366.33902059,1.1172283967336,15017014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_087/fit_K1_1_K2_4.rds",FALSE
17,87,1000,72,36,4,4,4,4,147843.002264626,2.67619752089183,18017044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_087/fit_K1_4_K2_4.rds",TRUE
2,88,1000,48,24,2,2,2,2,98387.6867644765,0.795190791289012,3018022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_088/fit_K1_2_K2_2.rds",TRUE
5,88,1000,72,36,2,2,2,2,146908.527373712,1.11971468130747,6018022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_088/fit_K1_2_K2_2.rds",TRUE
8,88,1000,48,24,3,3,3,3,100007.624694921,1.18379811048508,9018033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_088/fit_K1_3_K2_3.rds",TRUE
11,88,1000,72,36,3,3,3,3,147440.407855825,1.65146149794261,12018033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_088/fit_K1_3_K2_3.rds",TRUE
14,88,1000,48,24,4,4,1,4,99939.8656607385,1.11700124343236,15018014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_088/fit_K1_1_K2_4.rds",FALSE
17,88,1000,72,36,4,4,4,4,148488.884902176,2.61976875066757,18018044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_088/fit_K1_4_K2_4.rds",TRUE
2,89,1000,48,24,2,2,2,2,98943.4405583141,0.793037799994151,3019022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_089/fit_K1_2_K2_2.rds",TRUE
5,89,1000,72,36,2,2,2,2,146711.121958086,1.17528507312139,6019022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_089/fit_K1_2_K2_2.rds",TRUE
8,89,1000,48,24,3,3,3,3,99545.1290936281,1.1808537364006,9019033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_089/fit_K1_3_K2_3.rds",TRUE
11,89,1000,72,36,3,3,3,3,147375.206769727,1.64844928979874,12019033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_089/fit_K1_3_K2_3.rds",TRUE
14,89,1000,48,24,4,4,2,4,100500.785489264,1.26664126316706,15019024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_089/fit_K1_2_K2_4.rds",FALSE
17,89,1000,72,36,4,4,4,4,148418.650250745,2.62083687384923,18019044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_089/fit_K1_4_K2_4.rds",TRUE
2,90,1000,48,24,2,2,2,2,98536.2155265824,0.78526912132899,3020022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_090/fit_K1_2_K2_2.rds",TRUE
5,90,1000,72,36,2,2,2,2,146929.684762732,1.12516356706619,6020022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_090/fit_K1_2_K2_2.rds",TRUE
8,90,1000,48,24,3,3,3,3,99568.3973564972,1.1562961101532,9020033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_090/fit_K1_3_K2_3.rds",TRUE
11,90,1000,72,36,3,3,3,3,147628.56950221,1.78957555294037,12020033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_090/fit_K1_3_K2_3.rds",TRUE
14,90,1000,48,24,4,4,1,4,100280.306034,1.11826744476954,15020014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_090/fit_K1_1_K2_4.rds",FALSE
17,90,1000,72,36,4,4,4,4,148292.949394967,2.60300349791845,18020044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_090/fit_K1_4_K2_4.rds",TRUE
2,91,1000,48,24,2,2,2,2,98748.1673918991,0.782677110036214,3021022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_091/fit_K1_2_K2_2.rds",TRUE
5,91,1000,72,36,2,2,2,2,146850.692393657,1.1564434170723,6021022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_091/fit_K1_2_K2_2.rds",TRUE
8,91,1000,48,24,3,3,3,3,99724.8058375686,1.23639294703801,9021033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_091/fit_K1_3_K2_3.rds",TRUE
11,91,1000,72,36,3,3,3,3,147526.035633138,1.62833404143651,12021033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_091/fit_K1_3_K2_3.rds",TRUE
14,91,1000,48,24,4,4,2,4,100513.195798897,1.28690192699432,15021024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_091/fit_K1_2_K2_4.rds",FALSE
17,91,1000,72,36,4,4,4,4,148263.01907908,2.60899510383606,18021044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_091/fit_K1_4_K2_4.rds",TRUE
2,92,1000,48,24,2,2,2,2,99091.9731883201,0.793110676606496,3022022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_092/fit_K1_2_K2_2.rds",TRUE
5,92,1000,72,36,2,2,2,2,146756.763445659,1.11876833836238,6022022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_092/fit_K1_2_K2_2.rds",TRUE
8,92,1000,48,24,3,3,3,3,99385.7760345134,1.15597687959671,9022033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_092/fit_K1_3_K2_3.rds",TRUE
11,92,1000,72,36,3,3,3,3,147860.217632555,1.56322564681371,12022033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_092/fit_K1_3_K2_3.rds",TRUE
14,92,1000,48,24,4,4,1,4,100489.415004265,1.13027521769206,15022014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_092/fit_K1_1_K2_4.rds",FALSE
17,92,1000,72,36,4,4,4,4,148061.042624611,2.59982510010401,18022044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_092/fit_K1_4_K2_4.rds",TRUE
2,93,1000,48,24,2,2,2,2,99059.7421940054,0.791690067450206,3023022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_093/fit_K1_2_K2_2.rds",TRUE
5,93,1000,72,36,2,2,2,2,146971.940389308,1.13369768857956,6023022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_093/fit_K1_2_K2_2.rds",TRUE
8,93,1000,48,24,3,3,3,3,99899.782078169,1.16151201725006,9023033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_093/fit_K1_3_K2_3.rds",TRUE
11,93,1000,72,36,3,3,3,3,147610.47417342,1.67219273646673,12023033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_093/fit_K1_3_K2_3.rds",TRUE
14,93,1000,48,24,4,4,1,4,100285.321361326,1.12337439457575,15023014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_093/fit_K1_1_K2_4.rds",FALSE
17,93,1000,72,36,4,4,4,4,148568.388580768,2.74569702545802,18023044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_093/fit_K1_4_K2_4.rds",TRUE
2,94,1000,48,24,2,2,2,2,99054.8667916809,0.792158778508504,3024022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_094/fit_K1_2_K2_2.rds",TRUE
5,94,1000,72,36,2,2,2,2,147143.331779343,1.14487338463465,6024022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_094/fit_K1_2_K2_2.rds",TRUE
8,94,1000,48,24,3,3,3,3,99861.1791954905,1.15631802082062,9024033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_094/fit_K1_3_K2_3.rds",TRUE
11,94,1000,72,36,3,3,3,3,147856.361112596,1.791270784537,12024033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_094/fit_K1_3_K2_3.rds",TRUE
14,94,1000,48,24,4,4,2,4,100062.195012283,1.2648562669754,15024024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_094/fit_K1_2_K2_4.rds",FALSE
17,94,1000,72,36,4,4,4,4,148423.153576394,2.55451234181722,18024044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_094/fit_K1_4_K2_4.rds",TRUE
2,95,1000,48,24,2,2,2,2,99422.5991752311,0.814325296878815,3025022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_095/fit_K1_2_K2_2.rds",TRUE
5,95,1000,72,36,2,2,2,2,147350.751196584,1.13895488182704,6025022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_095/fit_K1_2_K2_2.rds",TRUE
8,95,1000,48,24,3,3,3,3,100019.603074195,1.15639180342356,9025033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_095/fit_K1_3_K2_3.rds",TRUE
11,95,1000,72,36,3,3,3,3,147915.743425432,1.80939417680105,12025033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_095/fit_K1_3_K2_3.rds",TRUE
14,95,1000,48,24,4,4,2,4,100044.778738788,1.30731630325317,15025024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_095/fit_K1_2_K2_4.rds",FALSE
17,95,1000,72,36,4,4,4,4,148447.94934388,2.60594327052434,18025044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_095/fit_K1_4_K2_4.rds",TRUE
2,96,1000,48,24,2,2,2,2,98885.9197932576,0.78226717710495,3026022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_096/fit_K1_2_K2_2.rds",TRUE
5,96,1000,72,36,2,2,2,2,147262.744412719,1.1267857670784,6026022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_096/fit_K1_2_K2_2.rds",TRUE
8,96,1000,48,24,3,3,3,3,99882.6133073961,1.29495247205098,9026033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_096/fit_K1_3_K2_3.rds",TRUE
11,96,1000,72,36,3,3,3,3,147218.38194234,1.64212661186854,12026033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_096/fit_K1_3_K2_3.rds",TRUE
14,96,1000,48,24,4,4,1,4,100300.8192087,1.14125087658564,15026014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_096/fit_K1_1_K2_4.rds",FALSE
17,96,1000,72,36,4,4,4,4,148335.454032046,2.60334469079971,18026044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_096/fit_K1_4_K2_4.rds",TRUE
2,97,1000,48,24,2,2,2,2,98525.1064323182,0.788772702217102,3027022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_097/fit_K1_2_K2_2.rds",TRUE
5,97,1000,72,36,2,2,2,2,147146.620415255,1.1929812669754,6027022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_097/fit_K1_2_K2_2.rds",TRUE
8,97,1000,48,24,3,3,3,3,99217.5003134272,1.19498517910639,9027033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_097/fit_K1_3_K2_3.rds",TRUE
11,97,1000,72,36,3,3,3,3,147687.961919795,1.73260370890299,12027033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_097/fit_K1_3_K2_3.rds",TRUE
14,97,1000,48,24,4,4,2,4,100268.61227034,1.2773175795873,15027024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_097/fit_K1_2_K2_4.rds",FALSE
17,97,1000,72,36,4,4,4,4,147864.505100141,2.61987920602163,18027044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_097/fit_K1_4_K2_4.rds",TRUE
2,98,1000,48,24,2,2,2,2,98799.1843394426,0.809380408128103,3028022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_098/fit_K1_2_K2_2.rds",TRUE
5,98,1000,72,36,2,2,2,2,146492.20912376,1.13138491312663,6028022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_098/fit_K1_2_K2_2.rds",TRUE
8,98,1000,48,24,3,3,3,3,99663.7476014719,1.19328302542369,9028033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_098/fit_K1_3_K2_3.rds",TRUE
