"scenario_id","replicate_id","n","J","J_block","true_K1","true_K2","fit_K1","fit_K2","bic","elapsed_min","seed","path","correct"
5,48,1000,72,36,2,2,2,2,147040.71145912,1.12215951681137,5978022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_048/fit_K1_2_K2_2.rds",TRUE
8,48,1000,48,24,3,3,3,3,99929.678378609,1.17095733086268,8978033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_048/fit_K1_3_K2_3.rds",TRUE
11,48,1000,72,36,3,3,3,3,147939.508963439,1.65590399503708,11978033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_048/fit_K1_3_K2_3.rds",TRUE
14,48,1000,48,24,4,4,1,4,100266.994959479,1.21424542665482,14978014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_048/fit_K1_1_K2_4.rds",FALSE
17,48,1000,72,36,4,4,4,4,148446.42853835,2.8363232533137,17978044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_048/fit_K1_4_K2_4.rds",TRUE
2,49,1000,48,24,2,2,2,2,99161.3443629293,0.778946363925934,2979022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_049/fit_K1_2_K2_2.rds",TRUE
5,49,1000,72,36,2,2,2,2,147123.432295327,1.13225969076157,5979022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_049/fit_K1_2_K2_2.rds",TRUE
8,49,1000,48,24,3,3,3,3,99332.0385718402,1.17301677465439,8979033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_049/fit_K1_3_K2_3.rds",TRUE
11,49,1000,72,36,3,3,3,3,147865.215007961,1.64006021022797,11979033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_049/fit_K1_3_K2_3.rds",TRUE
14,49,1000,48,24,4,4,1,4,100047.758434485,1.11666830778122,14979014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_049/fit_K1_1_K2_4.rds",FALSE
17,49,1000,72,36,4,4,4,4,148355.490905903,2.82513478597005,17979044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_049/fit_K1_4_K2_4.rds",TRUE
2,50,1000,48,24,2,2,2,2,98255.9535190281,0.777109849452972,2980022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_050/fit_K1_2_K2_2.rds",TRUE
5,50,1000,72,36,2,2,2,2,146799.962404104,1.12018371025721,5980022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_050/fit_K1_2_K2_2.rds",TRUE
8,50,1000,48,24,3,3,2,3,99695.9350837624,0.954846711953481,8980023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_050/fit_K1_2_K2_3.rds",FALSE
11,50,1000,72,36,3,3,3,3,147814.451281406,1.65530172983805,11980033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_050/fit_K1_3_K2_3.rds",TRUE
14,50,1000,48,24,4,4,2,4,100216.381723448,1.29278717835744,14980024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_050/fit_K1_2_K2_4.rds",FALSE
17,50,1000,72,36,4,4,4,4,147842.952766835,2.63341192404429,17980044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_050/fit_K1_4_K2_4.rds",TRUE
2,51,1000,48,24,2,2,2,2,99149.2015714911,0.780566116174062,2981022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_051/fit_K1_2_K2_2.rds",TRUE
5,51,1000,72,36,2,2,2,2,146988.128968932,1.11331127087275,5981022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_051/fit_K1_2_K2_2.rds",TRUE
8,51,1000,48,24,3,3,3,3,99782.3215045163,1.14670121272405,8981033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_051/fit_K1_3_K2_3.rds",TRUE
11,51,1000,72,36,3,3,3,3,148245.790298737,1.67041116555532,11981033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_051/fit_K1_3_K2_3.rds",TRUE
14,51,1000,48,24,4,4,1,4,100576.348406531,1.10621723731359,14981014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_051/fit_K1_1_K2_4.rds",FALSE
17,51,1000,72,36,4,4,4,4,148439.202579898,2.63048085769018,17981044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_051/fit_K1_4_K2_4.rds",TRUE
2,52,1000,48,24,2,2,2,2,99021.5834263025,0.77730655670166,2982022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_052/fit_K1_2_K2_2.rds",TRUE
5,52,1000,72,36,2,2,2,2,146756.547894055,1.20476440985998,5982022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_052/fit_K1_2_K2_2.rds",TRUE
8,52,1000,48,24,3,3,3,3,99785.4109065074,1.14560966889064,8982033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_052/fit_K1_3_K2_3.rds",TRUE
11,52,1000,72,36,3,3,3,3,147878.417887561,1.64293307065964,11982033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_052/fit_K1_3_K2_3.rds",TRUE
14,52,1000,48,24,4,4,1,4,100519.920131201,1.12875937620799,14982014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_052/fit_K1_1_K2_4.rds",FALSE
17,52,1000,72,36,4,4,4,4,148160.412047046,2.6521022717158,17982044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_052/fit_K1_4_K2_4.rds",TRUE
2,53,1000,48,24,2,2,2,2,99092.293225778,0.826042238871256,2983022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_053/fit_K1_2_K2_2.rds",TRUE
5,53,1000,72,36,2,2,2,2,147059.676267323,1.12113747199376,5983022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_053/fit_K1_2_K2_2.rds",TRUE
8,53,1000,48,24,3,3,2,3,99797.0736336321,0.939558072884877,8983023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_053/fit_K1_2_K2_3.rds",FALSE
11,53,1000,72,36,3,3,3,3,147428.248459561,1.65227860212326,11983033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_053/fit_K1_3_K2_3.rds",TRUE
14,53,1000,48,24,4,4,1,4,100531.023456427,1.12411507765452,14983014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_053/fit_K1_1_K2_4.rds",FALSE
17,53,1000,72,36,4,4,4,4,148471.294685047,2.63022394180298,17983044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_053/fit_K1_4_K2_4.rds",TRUE
2,54,1000,48,24,2,2,2,2,99369.9490017595,0.820400718847911,2984022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_054/fit_K1_2_K2_2.rds",TRUE
5,54,1000,72,36,2,2,2,2,147060.367374002,1.1672049164772,5984022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_054/fit_K1_2_K2_2.rds",TRUE
8,54,1000,48,24,3,3,3,3,99348.0564495255,1.19105884631475,8984033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_054/fit_K1_3_K2_3.rds",TRUE
11,54,1000,72,36,3,3,3,3,147918.922044469,1.62340244849523,11984033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_054/fit_K1_3_K2_3.rds",TRUE
14,54,1000,48,24,4,4,1,4,100444.362314809,1.12299672365189,14984014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_054/fit_K1_1_K2_4.rds",FALSE
17,54,1000,72,36,4,4,4,4,148425.993260431,2.64444111585617,17984044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_054/fit_K1_4_K2_4.rds",TRUE
2,55,1000,48,24,2,2,2,2,98866.7718601568,0.820628694693248,2985022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_055/fit_K1_2_K2_2.rds",TRUE
5,55,1000,72,36,2,2,2,2,147133.697387723,1.15915851195653,5985022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_055/fit_K1_2_K2_2.rds",TRUE
8,55,1000,48,24,3,3,3,3,99660.6009696256,1.17269858916601,8985033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_055/fit_K1_3_K2_3.rds",TRUE
11,55,1000,72,36,3,3,3,3,147894.897431678,1.64466514984767,11985033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_055/fit_K1_3_K2_3.rds",TRUE
14,55,1000,48,24,4,4,2,4,100279.527084586,1.25475799242655,14985024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_055/fit_K1_2_K2_4.rds",FALSE
17,55,1000,72,36,4,4,4,4,148049.131607013,2.67875863313675,17985044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_055/fit_K1_4_K2_4.rds",TRUE
2,56,1000,48,24,2,2,2,2,98936.567630187,0.777068221569061,2986022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_056/fit_K1_2_K2_2.rds",TRUE
5,56,1000,72,36,2,2,2,2,147234.306095077,1.12486407756805,5986022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_056/fit_K1_2_K2_2.rds",TRUE
8,56,1000,48,24,3,3,3,3,99609.5875188246,1.15653568903605,8986033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_056/fit_K1_3_K2_3.rds",TRUE
11,56,1000,72,36,3,3,3,3,148246.20771673,1.68343074719111,11986033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_056/fit_K1_3_K2_3.rds",TRUE
14,56,1000,48,24,4,4,1,4,100419.299163619,1.20618528525035,14986014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_056/fit_K1_1_K2_4.rds",FALSE
17,56,1000,72,36,4,4,4,4,148250.864586612,2.62756346464157,17986044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_056/fit_K1_4_K2_4.rds",TRUE
2,57,1000,48,24,2,2,2,2,99068.3476128389,0.82109268506368,2987022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_057/fit_K1_2_K2_2.rds",TRUE
5,57,1000,72,36,2,2,2,2,146798.576153928,1.12155779202779,5987022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_057/fit_K1_2_K2_2.rds",TRUE
8,57,1000,48,24,3,3,3,3,99639.3840563342,1.14854996601741,8987033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_057/fit_K1_3_K2_3.rds",TRUE
11,57,1000,72,36,3,3,3,3,148080.275921064,1.66149569749832,11987033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_057/fit_K1_3_K2_3.rds",TRUE
14,57,1000,48,24,4,4,1,4,100281.957935777,1.13161612351735,14987014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_057/fit_K1_1_K2_4.rds",FALSE
17,57,1000,72,36,4,4,4,4,148232.596163533,2.61433063348134,17987044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_057/fit_K1_4_K2_4.rds",TRUE
2,58,1000,48,24,2,2,2,2,98901.7445429831,0.773918724060059,2988022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_058/fit_K1_2_K2_2.rds",TRUE
5,58,1000,72,36,2,2,2,2,146596.41733071,1.20019408464432,5988022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_058/fit_K1_2_K2_2.rds",TRUE
8,58,1000,48,24,3,3,2,3,99733.9524353174,0.946285506089528,8988023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_058/fit_K1_2_K2_3.rds",FALSE
11,58,1000,72,36,3,3,3,3,147220.653796992,1.62071932951609,11988033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_058/fit_K1_3_K2_3.rds",TRUE
14,58,1000,48,24,4,4,1,4,100516.2461074,1.11255586942037,14988014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_058/fit_K1_1_K2_4.rds",FALSE
17,58,1000,72,36,4,4,4,4,148175.371581715,2.6109153230985,17988044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_058/fit_K1_4_K2_4.rds",TRUE
2,59,1000,48,24,2,2,2,2,98627.5536596023,0.806997426350911,2989022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_059/fit_K1_2_K2_2.rds",TRUE
5,59,1000,72,36,2,2,2,2,147188.260891601,1.17036012411118,5989022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_059/fit_K1_2_K2_2.rds",TRUE
8,59,1000,48,24,3,3,2,3,99916.2699495194,1.01158620913823,8989023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_059/fit_K1_2_K2_3.rds",FALSE
11,59,1000,72,36,3,3,3,3,147684.24193532,1.62593071460724,11989033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_059/fit_K1_3_K2_3.rds",TRUE
14,59,1000,48,24,4,4,1,4,100318.599566466,1.11211878458659,14989014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_059/fit_K1_1_K2_4.rds",FALSE
17,59,1000,72,36,4,4,4,4,148112.15582961,2.68313810825348,17989044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_059/fit_K1_4_K2_4.rds",TRUE
2,60,1000,48,24,2,2,2,2,98594.6549436191,0.80301494995753,2990022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_060/fit_K1_2_K2_2.rds",TRUE
5,60,1000,72,36,2,2,2,2,146913.014309102,1.11736831267675,5990022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_060/fit_K1_2_K2_2.rds",TRUE
8,60,1000,48,24,3,3,2,3,99649.7274033566,0.97518880367279,8990023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_060/fit_K1_2_K2_3.rds",FALSE
11,60,1000,72,36,3,3,3,3,147663.52430489,1.6185126543045,11990033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_060/fit_K1_3_K2_3.rds",TRUE
14,60,1000,48,24,4,4,2,4,100741.120965237,1.2711683789889,14990024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_060/fit_K1_2_K2_4.rds",FALSE
17,60,1000,72,36,4,4,4,4,148404.496346029,2.60883194208145,17990044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_060/fit_K1_4_K2_4.rds",TRUE
2,61,1000,48,24,2,2,2,2,98867.6186489941,0.794949225584666,2991022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_061/fit_K1_2_K2_2.rds",TRUE
5,61,1000,72,36,2,2,2,2,146831.800442599,1.11842116514842,5991022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_061/fit_K1_2_K2_2.rds",TRUE
8,61,1000,48,24,3,3,3,3,99444.954808403,1.17377174695333,8991033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_061/fit_K1_3_K2_3.rds",TRUE
11,61,1000,72,36,3,3,3,3,147975.606485424,1.63605691591899,11991033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_061/fit_K1_3_K2_3.rds",TRUE
14,61,1000,48,24,4,4,1,4,100477.730678488,1.12578448851903,14991014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_061/fit_K1_1_K2_4.rds",FALSE
17,61,1000,72,36,4,4,4,4,148068.439323501,2.63219931125641,17991044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_061/fit_K1_4_K2_4.rds",TRUE
2,62,1000,48,24,2,2,2,2,98810.0832038218,0.77826726436615,2992022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_062/fit_K1_2_K2_2.rds",TRUE
5,62,1000,72,36,2,2,2,2,147308.44397678,1.12148001194,5992022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_062/fit_K1_2_K2_2.rds",TRUE
8,62,1000,48,24,3,3,3,3,99828.16322652,1.24090146621068,8992033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_062/fit_K1_3_K2_3.rds",TRUE
11,62,1000,72,36,3,3,3,3,148106.030408431,1.6242050965627,11992033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_062/fit_K1_3_K2_3.rds",TRUE
14,62,1000,48,24,4,4,2,4,100496.024108121,1.25647888183594,14992024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_062/fit_K1_2_K2_4.rds",FALSE
17,62,1000,72,36,4,4,4,4,148117.524616815,2.63934059143066,17992044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_062/fit_K1_4_K2_4.rds",TRUE
2,63,1000,48,24,2,2,2,2,99109.3987973443,0.808986337979635,2993022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_063/fit_K1_2_K2_2.rds",TRUE
5,63,1000,72,36,2,2,2,2,146882.118977205,1.1555594364802,5993022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_063/fit_K1_2_K2_2.rds",TRUE
8,63,1000,48,24,3,3,3,3,99402.8053204225,1.14061321417491,8993033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_063/fit_K1_3_K2_3.rds",TRUE
11,63,1000,72,36,3,3,3,3,147776.919479294,1.62627799510956,11993033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_063/fit_K1_3_K2_3.rds",TRUE
14,63,1000,48,24,4,4,1,4,100493.73031192,1.10984729131063,14993014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_063/fit_K1_1_K2_4.rds",FALSE
17,63,1000,72,36,4,4,4,4,148467.405741636,2.62056256930033,17993044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_063/fit_K1_4_K2_4.rds",TRUE
2,64,1000,48,24,2,2,2,2,98689.7161087381,0.782341313362122,2994022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_064/fit_K1_2_K2_2.rds",TRUE
5,64,1000,72,36,2,2,2,2,147443.287708541,1.15259048541387,5994022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_064/fit_K1_2_K2_2.rds",TRUE
8,64,1000,48,24,3,3,3,3,99351.7319361239,1.15361267328262,8994033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_064/fit_K1_3_K2_3.rds",TRUE
11,64,1000,72,36,3,3,3,3,147671.274792359,1.62100360790888,11994033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_064/fit_K1_3_K2_3.rds",TRUE
14,64,1000,48,24,4,4,1,4,100029.894694351,1.1179894566536,14994014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_064/fit_K1_1_K2_4.rds",FALSE
17,64,1000,72,36,4,4,4,4,148443.818900813,2.62739854256312,17994044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_064/fit_K1_4_K2_4.rds",TRUE
2,65,1000,48,24,2,2,2,2,98649.2042720882,0.804764640331268,2995022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_065/fit_K1_2_K2_2.rds",TRUE
5,65,1000,72,36,2,2,2,2,146731.497181937,1.17419358094533,5995022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_065/fit_K1_2_K2_2.rds",TRUE
8,65,1000,48,24,3,3,3,3,99747.8793842007,1.19396322568258,8995033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_065/fit_K1_3_K2_3.rds",TRUE
11,65,1000,72,36,3,3,3,3,147575.244408384,1.61742401123047,11995033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_065/fit_K1_3_K2_3.rds",TRUE
14,65,1000,48,24,4,4,2,4,100245.540401328,1.26507220665614,14995024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_065/fit_K1_2_K2_4.rds",FALSE
17,65,1000,72,36,4,4,4,4,148394.471515632,2.65300906101863,17995044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_065/fit_K1_4_K2_4.rds",TRUE
2,66,1000,48,24,2,2,2,2,99061.9798774382,0.797423946857452,2996022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_066/fit_K1_2_K2_2.rds",TRUE
5,66,1000,72,36,2,2,2,2,147126.774765375,1.11945097843806,5996022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_066/fit_K1_2_K2_2.rds",TRUE
8,66,1000,48,24,3,3,3,3,99830.792720421,1.17389693657557,8996033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_066/fit_K1_3_K2_3.rds",TRUE
11,66,1000,72,36,3,3,3,3,147252.450216707,1.63394604921341,11996033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_066/fit_K1_3_K2_3.rds",TRUE
14,66,1000,48,24,4,4,2,4,100455.214967611,1.33939685026805,14996024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_066/fit_K1_2_K2_4.rds",FALSE
17,66,1000,72,36,4,4,4,4,148275.783396338,2.85926143725713,17996044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_066/fit_K1_4_K2_4.rds",TRUE
2,67,1000,48,24,2,2,2,2,99022.8597069309,0.772758261362712,2997022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_067/fit_K1_2_K2_2.rds",TRUE
5,67,1000,72,36,2,2,2,2,147057.721086297,1.15847030878067,5997022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_067/fit_K1_2_K2_2.rds",TRUE
8,67,1000,48,24,3,3,2,3,99154.5144229251,0.952561163902283,8997023,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_067/fit_K1_2_K2_3.rds",FALSE
11,67,1000,72,36,3,3,3,3,147933.786994155,1.66869020462036,11997033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_067/fit_K1_3_K2_3.rds",TRUE
14,67,1000,48,24,4,4,2,4,100238.275842963,1.28348774909973,14997024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_067/fit_K1_2_K2_4.rds",FALSE
17,67,1000,72,36,4,4,4,4,148603.693808159,2.64926438331604,17997044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_067/fit_K1_4_K2_4.rds",TRUE
2,68,1000,48,24,2,2,2,2,98884.4575184136,0.777714415391286,2998022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_068/fit_K1_2_K2_2.rds",TRUE
5,68,1000,72,36,2,2,2,2,146931.868691952,1.151049888134,5998022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_068/fit_K1_2_K2_2.rds",TRUE
8,68,1000,48,24,3,3,3,3,99902.0844632507,1.16873883008957,8998033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_068/fit_K1_3_K2_3.rds",TRUE
11,68,1000,72,36,3,3,3,3,147430.917661986,1.653792933623,11998033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_068/fit_K1_3_K2_3.rds",TRUE
14,68,1000,48,24,4,4,1,4,100339.014148497,1.1120711127917,14998014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_068/fit_K1_1_K2_4.rds",FALSE
17,68,1000,72,36,4,4,4,4,148318.297382339,2.69948635101318,17998044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_068/fit_K1_4_K2_4.rds",TRUE
2,69,1000,48,24,2,2,2,2,98758.4022406367,0.777971164385478,2999022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_069/fit_K1_2_K2_2.rds",TRUE
5,69,1000,72,36,2,2,2,2,147048.832771037,1.19684556325277,5999022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_069/fit_K1_2_K2_2.rds",TRUE
8,69,1000,48,24,3,3,3,3,99664.6749725071,1.17739709615707,8999033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_069/fit_K1_3_K2_3.rds",TRUE
11,69,1000,72,36,3,3,3,3,147734.403356851,1.6519967397054,11999033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_069/fit_K1_3_K2_3.rds",TRUE
14,69,1000,48,24,4,4,2,4,100103.059004398,1.27502063910166,14999024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_069/fit_K1_2_K2_4.rds",FALSE
17,69,1000,72,36,4,4,4,4,148027.41552039,2.68611073493958,17999044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_069/fit_K1_4_K2_4.rds",TRUE
2,70,1000,48,24,2,2,2,2,98904.9403405175,0.802627225716909,3000022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_070/fit_K1_2_K2_2.rds",TRUE
5,70,1000,72,36,2,2,2,2,146971.172371883,1.12151526212692,6000022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_070/fit_K1_2_K2_2.rds",TRUE
8,70,1000,48,24,3,3,3,3,99680.7079647661,1.15345601638158,9000033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_070/fit_K1_3_K2_3.rds",TRUE
11,70,1000,72,36,3,3,3,3,147611.089038729,1.81649506092072,12000033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_070/fit_K1_3_K2_3.rds",TRUE
14,70,1000,48,24,4,4,1,4,100056.999231143,1.15311688979467,15000014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_070/fit_K1_1_K2_4.rds",FALSE
17,70,1000,72,36,4,4,4,4,148438.683876919,2.61387214660645,18000044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_070/fit_K1_4_K2_4.rds",TRUE
2,71,1000,48,24,2,2,2,2,98966.742561329,0.778327306111654,3001022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_071/fit_K1_2_K2_2.rds",TRUE
5,71,1000,72,36,2,2,2,2,146636.332523408,1.14809803565343,6001022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_071/fit_K1_2_K2_2.rds",TRUE
8,71,1000,48,24,3,3,3,3,99529.4302492839,1.26343781153361,9001033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_071/fit_K1_3_K2_3.rds",TRUE
11,71,1000,72,36,3,3,3,3,147496.088191011,1.66633989413579,12001033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_071/fit_K1_3_K2_3.rds",TRUE
14,71,1000,48,24,4,4,2,4,100183.986018223,1.28396454254786,15001024,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_071/fit_K1_2_K2_4.rds",FALSE
17,71,1000,72,36,4,4,4,4,148563.649858968,2.60132763783137,18001044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_071/fit_K1_4_K2_4.rds",TRUE
2,72,1000,48,24,2,2,2,2,98850.3879296337,0.805677612622579,3002022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_072/fit_K1_2_K2_2.rds",TRUE
5,72,1000,72,36,2,2,2,2,147248.581445451,1.1238342165947,6002022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_072/fit_K1_2_K2_2.rds",TRUE
8,72,1000,48,24,3,3,3,3,99462.1929819023,1.15703675349553,9002033,"result/bic_fits/scenario_08_n1000_J24_trueK3/replicate_072/fit_K1_3_K2_3.rds",TRUE
11,72,1000,72,36,3,3,3,3,147537.512621887,1.64803942044576,12002033,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_072/fit_K1_3_K2_3.rds",TRUE
14,72,1000,48,24,4,4,1,4,100378.414934526,1.12177716890971,15002014,"result/bic_fits/scenario_14_n1000_J24_trueK4/replicate_072/fit_K1_1_K2_4.rds",FALSE
17,72,1000,72,36,4,4,4,4,148502.377486572,2.74081328312556,18002044,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_072/fit_K1_4_K2_4.rds",TRUE
2,73,1000,48,24,2,2,2,2,98799.8550172926,0.775454751650492,3003022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_073/fit_K1_2_K2_2.rds",TRUE
5,73,1000,72,36,2,2,2,2,147265.538242698,1.15146556297938,6003022,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_073/fit_K1_2_K2_2.rds",TRUE
