"scenario_id","replicate_id","n","J","J_block","true_K1","true_K2","fit_K1","fit_K2","bic","elapsed_min","seed","path"
2,1,1000,48,24,2,2,1,1,101521.387681971,0.665245445569356,2931011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_1_K2_1.rds"
2,1,1000,48,24,2,2,1,2,99600.3286319175,0.736869776248932,2931012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_1_K2_2.rds"
2,1,1000,48,24,2,2,1,3,99767.0350707069,0.816994412740072,2931013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_1_K2_3.rds"
2,1,1000,48,24,2,2,1,4,100061.374922135,1.13423429727554,2931014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_1_K2_4.rds"
2,1,1000,48,24,2,2,1,5,100352.492821271,1.71150356531143,2931015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_1_K2_5.rds"
2,1,1000,48,24,2,2,2,1,101069.082821821,0.725769217809041,2931021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_2_K2_1.rds"
2,1,1000,48,24,2,2,2,2,99108.0934011202,0.819190553824107,2931022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_2_K2_2.rds"
2,1,1000,48,24,2,2,2,3,99292.3402720412,1.00293225447337,2931023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_2_K2_3.rds"
2,1,1000,48,24,2,2,2,4,99517.6770946312,1.22549781401952,2931024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_2_K2_4.rds"
2,1,1000,48,24,2,2,2,5,99773.1958215989,1.78032873868942,2931025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_2_K2_5.rds"
2,1,1000,48,24,2,2,3,1,101629.978896064,0.881267468134562,2931031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_3_K2_1.rds"
2,1,1000,48,24,2,2,3,2,99700.1268611199,0.963739085197449,2931032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_3_K2_2.rds"
2,1,1000,48,24,2,2,3,3,100056.045729247,1.23348618745804,2931033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_3_K2_3.rds"
2,1,1000,48,24,2,2,3,4,100009.885491823,1.57378454208374,2931034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_3_K2_4.rds"
2,1,1000,48,24,2,2,3,5,100209.124656546,2.23467456499736,2931035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_3_K2_5.rds"
2,1,1000,48,24,2,2,4,1,102422.939574631,1.34354718923569,2931041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_4_K2_1.rds"
2,1,1000,48,24,2,2,4,2,101211.495234552,1.30981603463491,2931042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_4_K2_2.rds"
2,1,1000,48,24,2,2,4,3,100917.547718199,1.48958395322164,2931043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_4_K2_3.rds"
2,1,1000,48,24,2,2,4,4,101311.986582204,1.82258335749308,2931044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_4_K2_4.rds"
2,1,1000,48,24,2,2,4,5,101583.006054381,2.4481174270312,2931045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_4_K2_5.rds"
2,1,1000,48,24,2,2,5,1,103613.932356411,1.87238286336263,2931051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_5_K2_1.rds"
2,1,1000,48,24,2,2,5,2,102257.064477849,1.99938449859619,2931052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_5_K2_2.rds"
2,1,1000,48,24,2,2,5,3,102120.090756662,2.16183671156565,2931053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_5_K2_3.rds"
2,1,1000,48,24,2,2,5,4,101648.349934941,2.50591439406077,2931054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_5_K2_4.rds"
2,1,1000,48,24,2,2,5,5,101574.551244548,3.18792481819789,2931055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_001/fit_K1_5_K2_5.rds"
2,2,1000,48,24,2,2,1,1,101425.228385459,0.606508537133535,2932011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_1_K2_1.rds"
2,2,1000,48,24,2,2,1,2,99203.4961300135,0.684997463226318,2932012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_1_K2_2.rds"
2,2,1000,48,24,2,2,1,3,99367.4023759069,0.832749541600545,2932013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_1_K2_3.rds"
2,2,1000,48,24,2,2,1,4,99543.388587883,1.10517641703288,2932014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_1_K2_4.rds"
2,2,1000,48,24,2,2,1,5,99804.8506373337,1.636607893308,2932015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_1_K2_5.rds"
2,2,1000,48,24,2,2,2,1,100946.931029005,0.703837823867798,2932021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_2_K2_1.rds"
2,2,1000,48,24,2,2,2,2,98707.3462605497,0.778978145122528,2932022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_2_K2_2.rds"
2,2,1000,48,24,2,2,2,3,98898.2000050859,0.933389830589294,2932023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_2_K2_3.rds"
2,2,1000,48,24,2,2,2,4,99109.0663239602,1.23113944530487,2932024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_2_K2_4.rds"
2,2,1000,48,24,2,2,2,5,99330.588334705,1.79902681509654,2932025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_2_K2_5.rds"
2,2,1000,48,24,2,2,3,1,101543.483149519,0.893580996990204,2932031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_3_K2_1.rds"
2,2,1000,48,24,2,2,3,2,99510.7409950979,0.973717967669169,2932032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_3_K2_2.rds"
2,2,1000,48,24,2,2,3,3,99394.2040635961,1.13336650133133,2932033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_3_K2_3.rds"
2,2,1000,48,24,2,2,3,4,99753.4685554424,1.44900124470393,2932034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_3_K2_4.rds"
2,2,1000,48,24,2,2,3,5,99796.9908696352,2.03769345283508,2932035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_3_K2_5.rds"
2,2,1000,48,24,2,2,4,1,102817.309339913,1.22861124674479,2932041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_4_K2_1.rds"
2,2,1000,48,24,2,2,4,2,99777.361021262,1.31917043924332,2932042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_4_K2_2.rds"
2,2,1000,48,24,2,2,4,3,100154.539671406,1.48776855866114,2932043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_4_K2_3.rds"
2,2,1000,48,24,2,2,4,4,100159.044055568,1.80993791818619,2932044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_4_K2_4.rds"
2,2,1000,48,24,2,2,4,5,100474.100330396,2.4399175008138,2932045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_4_K2_5.rds"
2,2,1000,48,24,2,2,5,1,104568.450282469,1.8600158294042,2932051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_5_K2_1.rds"
2,2,1000,48,24,2,2,5,2,100565.292670494,1.96216046015422,2932052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_5_K2_2.rds"
2,2,1000,48,24,2,2,5,3,102100.453523064,2.13726859092712,2932053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_5_K2_3.rds"
2,2,1000,48,24,2,2,5,4,101846.865867292,2.48388216892878,2932054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_5_K2_4.rds"
2,2,1000,48,24,2,2,5,5,101118.268750422,3.16306460698446,2932055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_002/fit_K1_5_K2_5.rds"
2,3,1000,48,24,2,2,1,1,101709.396436275,0.59512791633606,2933011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_1_K2_1.rds"
2,3,1000,48,24,2,2,1,2,99795.597377438,0.667594261964162,2933012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_1_K2_2.rds"
2,3,1000,48,24,2,2,1,3,100116.08965406,0.820721089839935,2933013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_1_K2_3.rds"
2,3,1000,48,24,2,2,1,4,100189.485684168,1.08370395898819,2933014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_1_K2_4.rds"
2,3,1000,48,24,2,2,1,5,100512.21252768,1.62533060312271,2933015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_1_K2_5.rds"
2,3,1000,48,24,2,2,2,1,101075.200081875,0.703142166137695,2933021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_2_K2_1.rds"
2,3,1000,48,24,2,2,2,2,99163.7517909667,0.777888357639313,2933022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_2_K2_2.rds"
2,3,1000,48,24,2,2,2,3,99311.8173348415,0.93434853553772,2933023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_2_K2_3.rds"
2,3,1000,48,24,2,2,2,4,99526.95243777,1.22554901838303,2933024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_2_K2_4.rds"
2,3,1000,48,24,2,2,2,5,99788.719951944,1.79912472168605,2933025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_2_K2_5.rds"
2,3,1000,48,24,2,2,3,1,101758.973332204,0.889835357666016,2933031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_3_K2_1.rds"
2,3,1000,48,24,2,2,3,2,99728.1498192222,0.967515985171,2933032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_3_K2_2.rds"
2,3,1000,48,24,2,2,3,3,99832.9961782314,1.12223277489344,2933033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_3_K2_3.rds"
2,3,1000,48,24,2,2,3,4,100009.409608626,1.43940835793813,2933034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_3_K2_4.rds"
2,3,1000,48,24,2,2,3,5,100404.041117003,2.04401966333389,2933035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_3_K2_5.rds"
2,3,1000,48,24,2,2,4,1,102731.955165195,1.22186763286591,2933041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_4_K2_1.rds"
2,3,1000,48,24,2,2,4,2,100856.184718381,1.31816787719727,2933042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_4_K2_2.rds"
2,3,1000,48,24,2,2,4,3,101061.607602342,1.48289652665456,2933043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_4_K2_3.rds"
2,3,1000,48,24,2,2,4,4,101208.76320177,1.81565339565277,2933044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_4_K2_4.rds"
2,3,1000,48,24,2,2,4,5,100889.187613667,2.45063150723775,2933045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_4_K2_5.rds"
2,3,1000,48,24,2,2,5,1,103555.895604107,1.8843031446139,2933051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_5_K2_1.rds"
2,3,1000,48,24,2,2,5,2,101204.09139017,1.99206849336624,2933052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_5_K2_2.rds"
2,3,1000,48,24,2,2,5,3,102715.188453404,2.15657274325689,2933053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_5_K2_3.rds"
2,3,1000,48,24,2,2,5,4,102500.952837697,2.50717114210129,2933054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_5_K2_4.rds"
2,3,1000,48,24,2,2,5,5,101895.138882875,3.17093362013499,2933055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_003/fit_K1_5_K2_5.rds"
2,4,1000,48,24,2,2,1,1,101938.000880679,0.596447813510895,2934011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_1_K2_1.rds"
2,4,1000,48,24,2,2,1,2,100011.202126799,0.677719875176748,2934012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_1_K2_2.rds"
2,4,1000,48,24,2,2,1,3,100149.639190239,0.830673209826152,2934013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_1_K2_3.rds"
2,4,1000,48,24,2,2,1,4,100337.610828397,1.09974528948466,2934014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_1_K2_4.rds"
2,4,1000,48,24,2,2,1,5,100579.74447934,1.62960430781047,2934015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_1_K2_5.rds"
2,4,1000,48,24,2,2,2,1,101387.36586739,0.711955261230469,2934021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_2_K2_1.rds"
2,4,1000,48,24,2,2,2,2,99370.3837883348,0.782039356231689,2934022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_2_K2_2.rds"
2,4,1000,48,24,2,2,2,3,99511.9336511788,0.956025211016337,2934023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_2_K2_3.rds"
2,4,1000,48,24,2,2,2,4,99754.6389812307,1.27125986814499,2934024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_2_K2_4.rds"
2,4,1000,48,24,2,2,2,5,99923.855631789,1.83321098486582,2934025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_2_K2_5.rds"
2,4,1000,48,24,2,2,3,1,101863.475755814,0.920243382453918,2934031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_3_K2_1.rds"
2,4,1000,48,24,2,2,3,2,99886.3028464122,0.997150321801504,2934032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_3_K2_2.rds"
2,4,1000,48,24,2,2,3,3,100056.218064159,1.16644508838654,2934033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_3_K2_3.rds"
2,4,1000,48,24,2,2,3,4,100143.400335885,1.47446093956629,2934034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_3_K2_4.rds"
2,4,1000,48,24,2,2,3,5,100501.073044957,2.10718797445297,2934035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_3_K2_5.rds"
2,4,1000,48,24,2,2,4,1,103354.429890709,1.25366979440053,2934041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_4_K2_1.rds"
2,4,1000,48,24,2,2,4,2,100536.187481445,1.34729671875636,2934042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_4_K2_2.rds"
2,4,1000,48,24,2,2,4,3,100521.347720697,1.50995529095332,2934043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_4_K2_3.rds"
2,4,1000,48,24,2,2,4,4,100677.132305124,1.84193032582601,2934044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_4_K2_4.rds"
2,4,1000,48,24,2,2,4,5,100983.898449715,2.47829693555832,2934045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_4_K2_5.rds"
2,4,1000,48,24,2,2,5,1,103083.044447714,1.93225523630778,2934051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_5_K2_1.rds"
2,4,1000,48,24,2,2,5,2,101500.38484539,2.01558436950048,2934052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_5_K2_2.rds"
2,4,1000,48,24,2,2,5,3,101157.459215633,2.19841568470001,2934053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_5_K2_3.rds"
2,4,1000,48,24,2,2,5,4,101398.285527926,2.54598201115926,2934054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_5_K2_4.rds"
2,4,1000,48,24,2,2,5,5,101878.346687259,3.22248820066452,2934055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_004/fit_K1_5_K2_5.rds"
2,5,1000,48,24,2,2,1,1,101617.577067205,0.620182573795319,2935011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_1_K2_1.rds"
2,5,1000,48,24,2,2,1,2,99536.748870004,0.69087880452474,2935012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_1_K2_2.rds"
2,5,1000,48,24,2,2,1,3,99738.2139940644,0.83938729763031,2935013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_1_K2_3.rds"
2,5,1000,48,24,2,2,1,4,99909.2069714452,1.11182755231857,2935014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_1_K2_4.rds"
2,5,1000,48,24,2,2,1,5,100199.945003518,1.6270848274231,2935015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_1_K2_5.rds"
2,5,1000,48,24,2,2,2,1,101109.28559944,0.711270117759705,2935021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_2_K2_1.rds"
2,5,1000,48,24,2,2,2,2,99019.2968445716,0.789109039306641,2935022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_2_K2_2.rds"
2,5,1000,48,24,2,2,2,3,99232.035883377,0.94298855861028,2935023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_2_K2_3.rds"
2,5,1000,48,24,2,2,2,4,99415.3371175523,1.23125499486923,2935024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_2_K2_4.rds"
2,5,1000,48,24,2,2,2,5,99662.2820004214,1.80849378108978,2935025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_2_K2_5.rds"
2,5,1000,48,24,2,2,3,1,101970.155525113,0.893210951487223,2935031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_3_K2_1.rds"
2,5,1000,48,24,2,2,3,2,99663.9047644808,0.973391318321228,2935032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_3_K2_2.rds"
2,5,1000,48,24,2,2,3,3,99712.8535369291,1.13990984757741,2935033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_3_K2_3.rds"
2,5,1000,48,24,2,2,3,4,99999.6015076064,1.44038542509079,2935034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_3_K2_4.rds"
2,5,1000,48,24,2,2,3,5,100235.830327929,2.05701113939285,2935035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_3_K2_5.rds"
2,5,1000,48,24,2,2,4,1,102702.913179518,1.24507707357407,2935041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_4_K2_1.rds"
2,5,1000,48,24,2,2,4,2,100151.029490383,1.34562501509984,2935042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_4_K2_2.rds"
2,5,1000,48,24,2,2,4,3,100658.968584624,1.50427265564601,2935043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_4_K2_3.rds"
2,5,1000,48,24,2,2,4,4,100608.461691639,1.83297372261683,2935044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_4_K2_4.rds"
2,5,1000,48,24,2,2,4,5,100606.319438288,2.4664376338323,2935045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_4_K2_5.rds"
2,5,1000,48,24,2,2,5,1,103744.875008517,1.91089692513148,2935051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_5_K2_1.rds"
2,5,1000,48,24,2,2,5,2,102565.403242126,2.00096743901571,2935052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_5_K2_2.rds"
2,5,1000,48,24,2,2,5,3,100665.684768485,2.19246133565903,2935053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_5_K2_3.rds"
2,5,1000,48,24,2,2,5,4,101464.906166242,2.5151625196139,2935054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_5_K2_4.rds"
2,5,1000,48,24,2,2,5,5,101945.427704185,3.18443417549133,2935055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_005/fit_K1_5_K2_5.rds"
2,6,1000,48,24,2,2,1,1,101650.687601845,0.609154256184896,2936011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_1_K2_1.rds"
2,6,1000,48,24,2,2,1,2,99609.4064677062,0.688003532091777,2936012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_1_K2_2.rds"
2,6,1000,48,24,2,2,1,3,99771.4929682634,0.837351373831431,2936013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_1_K2_3.rds"
2,6,1000,48,24,2,2,1,4,100000.773545717,1.10971242189407,2936014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_1_K2_4.rds"
2,6,1000,48,24,2,2,1,5,100309.772195031,1.63435597419739,2936015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_1_K2_5.rds"
2,6,1000,48,24,2,2,2,1,101065.170537852,0.71830853621165,2936021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_2_K2_1.rds"
2,6,1000,48,24,2,2,2,2,98960.1256214928,0.79957895676295,2936022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_2_K2_2.rds"
2,6,1000,48,24,2,2,2,3,99122.9887116247,0.942669582366943,2936023,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_2_K2_3.rds"
2,6,1000,48,24,2,2,2,4,99223.3135951174,1.23641157547633,2936024,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_2_K2_4.rds"
2,6,1000,48,24,2,2,2,5,99529.682860102,1.79804696242015,2936025,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_2_K2_5.rds"
2,6,1000,48,24,2,2,3,1,101951.548273222,0.892531033356984,2936031,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_3_K2_1.rds"
2,6,1000,48,24,2,2,3,2,99486.5791832388,0.975989321867625,2936032,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_3_K2_2.rds"
2,6,1000,48,24,2,2,3,3,99548.6004145576,1.1616983850797,2936033,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_3_K2_3.rds"
2,6,1000,48,24,2,2,3,4,99811.8915131991,1.475448290507,2936034,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_3_K2_4.rds"
2,6,1000,48,24,2,2,3,5,100018.079970167,2.05647494395574,2936035,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_3_K2_5.rds"
2,6,1000,48,24,2,2,4,1,102764.475018979,1.24874558448791,2936041,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_4_K2_1.rds"
2,6,1000,48,24,2,2,4,2,99998.8457766672,1.35311790704727,2936042,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_4_K2_2.rds"
2,6,1000,48,24,2,2,4,3,100418.506397627,1.53038689295451,2936043,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_4_K2_3.rds"
2,6,1000,48,24,2,2,4,4,100344.117672485,1.84928348064423,2936044,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_4_K2_4.rds"
2,6,1000,48,24,2,2,4,5,100953.757482874,2.50381965239843,2936045,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_4_K2_5.rds"
2,6,1000,48,24,2,2,5,1,104624.253236602,1.90581921339035,2936051,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_5_K2_1.rds"
2,6,1000,48,24,2,2,5,2,101526.445689574,2.02096591790517,2936052,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_5_K2_2.rds"
2,6,1000,48,24,2,2,5,3,102288.720249028,2.20385978221893,2936053,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_5_K2_3.rds"
2,6,1000,48,24,2,2,5,4,101009.469549913,2.56201345523198,2936054,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_5_K2_4.rds"
2,6,1000,48,24,2,2,5,5,101412.200185827,3.25855884552002,2936055,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_006/fit_K1_5_K2_5.rds"
2,7,1000,48,24,2,2,1,1,101607.46236883,0.617808787027995,2937011,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_1_K2_1.rds"
2,7,1000,48,24,2,2,1,2,99479.2004896824,0.69791380961736,2937012,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_1_K2_2.rds"
2,7,1000,48,24,2,2,1,3,99612.49359609,0.811269497871399,2937013,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_1_K2_3.rds"
2,7,1000,48,24,2,2,1,4,100028.618535062,1.06521832545598,2937014,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_1_K2_4.rds"
2,7,1000,48,24,2,2,1,5,100136.367714841,1.64636679887772,2937015,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_1_K2_5.rds"
2,7,1000,48,24,2,2,2,1,101184.238555595,0.723171154658,2937021,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_2_K2_1.rds"
2,7,1000,48,24,2,2,2,2,99014.4929190472,0.803597640991211,2937022,"result/bic_fits/scenario_02_n1000_J24_trueK2/replicate_007/fit_K1_2_K2_2.rds"
