"dataset_id","K1","K2","BIC_mod","elapsed_min","path"
87,3,3,101605.545678699,0.939714423815409,"result/eacdm/dataset_087_K1_3_K2_3.rds"
88,3,3,102060.141816442,0.94786456823349,"result/eacdm/dataset_088_K1_3_K2_3.rds"
89,3,3,102227.207193985,0.956561585267385,"result/eacdm/dataset_089_K1_3_K2_3.rds"
90,3,3,101716.011654918,0.953065689404806,"result/eacdm/dataset_090_K1_3_K2_3.rds"
91,3,3,101506.375483397,0.957543476422628,"result/eacdm/dataset_091_K1_3_K2_3.rds"
92,3,3,101789.442619556,0.908421603838603,"result/eacdm/dataset_092_K1_3_K2_3.rds"
93,3,3,101896.047738622,0.898519814014435,"result/eacdm/dataset_093_K1_3_K2_3.rds"
94,3,3,101577.917337716,0.947098024686178,"result/eacdm/dataset_094_K1_3_K2_3.rds"
95,3,3,101716.860879823,0.903181870778402,"result/eacdm/dataset_095_K1_3_K2_3.rds"
96,3,3,101785.606827682,0.887255585193634,"result/eacdm/dataset_096_K1_3_K2_3.rds"
97,3,3,101880.34057711,0.948862298329671,"result/eacdm/dataset_097_K1_3_K2_3.rds"
98,3,3,101868.01055608,0.931866260369619,"result/eacdm/dataset_098_K1_3_K2_3.rds"
99,3,3,101946.885537875,0.955281110604604,"result/eacdm/dataset_099_K1_3_K2_3.rds"
100,3,3,101591.476491551,0.914003113905589,"result/eacdm/dataset_100_K1_3_K2_3.rds"
