"scenario_id","replicate_id","n","J","J_block","K","parameter_block","parameter","rhat"
10,50,500,72,36,3,"Q2","Q2[item=35,attr=3]",1
10,50,500,72,36,3,"Q2","Q2[item=36,attr=3]",1
10,100,500,72,36,3,"eta","eta[row=1,col=1]",1.00032890994978
10,100,500,72,36,3,"eta","eta[row=2,col=1]",1.0002280139925
10,100,500,72,36,3,"eta","eta[row=3,col=1]",1.0006956203327
10,100,500,72,36,3,"eta","eta[row=4,col=1]",1.00313518780766
10,100,500,72,36,3,"eta","eta[row=5,col=1]",1.00096733553451
10,100,500,72,36,3,"eta","eta[row=1,col=2]",1.0011378617331
10,100,500,72,36,3,"eta","eta[row=2,col=2]",1.00132259650494
10,100,500,72,36,3,"eta","eta[row=3,col=2]",1.00049645306294
10,100,500,72,36,3,"eta","eta[row=4,col=2]",1.00401151072535
10,100,500,72,36,3,"eta","eta[row=5,col=2]",1.00187940004015
10,100,500,72,36,3,"eta","eta[row=1,col=3]",1.00152087624491
10,100,500,72,36,3,"eta","eta[row=2,col=3]",1.00157510717498
10,100,500,72,36,3,"eta","eta[row=3,col=3]",1.00174138943262
10,100,500,72,36,3,"eta","eta[row=4,col=3]",1.00357391996103
10,100,500,72,36,3,"eta","eta[row=5,col=3]",1.00032681177189
10,100,500,72,36,3,"B1","B1[item=1,col=0]",1.00281276747139
10,100,500,72,36,3,"B1","B1[item=2,col=0]",1.0102428213202
10,100,500,72,36,3,"B1","B1[item=3,col=0]",1.01153896643865
10,100,500,72,36,3,"B1","B1[item=4,col=0]",1.00687859186124
10,100,500,72,36,3,"B1","B1[item=5,col=0]",1.00397391119161
10,100,500,72,36,3,"B1","B1[item=6,col=0]",1.00992494199275
10,100,500,72,36,3,"B1","B1[item=7,col=0]",1.00488003878815
10,100,500,72,36,3,"B1","B1[item=8,col=0]",1.00400862930317
10,100,500,72,36,3,"B1","B1[item=9,col=0]",1.0056143026294
10,100,500,72,36,3,"B1","B1[item=10,col=0]",1.00319766717891
10,100,500,72,36,3,"B1","B1[item=11,col=0]",1.00796342747783
10,100,500,72,36,3,"B1","B1[item=12,col=0]",1.02190101578603
10,100,500,72,36,3,"B1","B1[item=13,col=0]",1.00670146264734
10,100,500,72,36,3,"B1","B1[item=14,col=0]",1.00655100061841
10,100,500,72,36,3,"B1","B1[item=15,col=0]",1.0063854663839
10,100,500,72,36,3,"B1","B1[item=16,col=0]",1.00446666928677
10,100,500,72,36,3,"B1","B1[item=17,col=0]",1.00292488898116
10,100,500,72,36,3,"B1","B1[item=18,col=0]",1.01182006370539
10,100,500,72,36,3,"B1","B1[item=19,col=0]",1.0036380685372
10,100,500,72,36,3,"B1","B1[item=20,col=0]",1.00620169410062
10,100,500,72,36,3,"B1","B1[item=21,col=0]",1.00329702400284
10,100,500,72,36,3,"B1","B1[item=22,col=0]",1.00797288179991
10,100,500,72,36,3,"B1","B1[item=23,col=0]",1.01359187720802
10,100,500,72,36,3,"B1","B1[item=24,col=0]",1.00301920675994
10,100,500,72,36,3,"B1","B1[item=25,col=0]",1.01415992494445
10,100,500,72,36,3,"B1","B1[item=26,col=0]",1.00576844370237
10,100,500,72,36,3,"B1","B1[item=27,col=0]",1.0057555727976
10,100,500,72,36,3,"B1","B1[item=28,col=0]",1.01132255209273
10,100,500,72,36,3,"B1","B1[item=29,col=0]",1.00629918508883
10,100,500,72,36,3,"B1","B1[item=30,col=0]",1.00520866075777
10,100,500,72,36,3,"B1","B1[item=31,col=0]",1.00558725772043
10,100,500,72,36,3,"B1","B1[item=32,col=0]",1.00298109267431
10,100,500,72,36,3,"B1","B1[item=33,col=0]",1.00467580713161
10,100,500,72,36,3,"B1","B1[item=34,col=0]",1.01549983525495
10,100,500,72,36,3,"B1","B1[item=35,col=0]",1.00929924676601
10,100,500,72,36,3,"B1","B1[item=36,col=0]",1.01396281117573
10,100,500,72,36,3,"B1","B1[item=1,col=1]",1.00237264214814
10,100,500,72,36,3,"B1","B1[item=2,col=1]",1.01535734257944
10,100,500,72,36,3,"B1","B1[item=3,col=1]",1.00114084112329
10,100,500,72,36,3,"B1","B1[item=4,col=1]",1.0063260099804
10,100,500,72,36,3,"B1","B1[item=5,col=1]",1.00276089120678
10,100,500,72,36,3,"B1","B1[item=6,col=1]",1.00030389634328
10,100,500,72,36,3,"B1","B1[item=7,col=1]",1.00275467820519
10,100,500,72,36,3,"B1","B1[item=8,col=1]",1.00198759109802
10,100,500,72,36,3,"B1","B1[item=9,col=1]",1.00197530559118
10,100,500,72,36,3,"B1","B1[item=10,col=1]",1.00407765028971
10,100,500,72,36,3,"B1","B1[item=11,col=1]",1.00076264634602
10,100,500,72,36,3,"B1","B1[item=12,col=1]",1.00485158664742
10,100,500,72,36,3,"B1","B1[item=13,col=1]",1.00601176077464
10,100,500,72,36,3,"B1","B1[item=14,col=1]",1.00067649973996
10,100,500,72,36,3,"B1","B1[item=15,col=1]",1.00026970566002
10,100,500,72,36,3,"B1","B1[item=16,col=1]",1.00289540695439
10,100,500,72,36,3,"B1","B1[item=17,col=1]",1.00287074937412
10,100,500,72,36,3,"B1","B1[item=18,col=1]",1.00112060294378
10,100,500,72,36,3,"B1","B1[item=19,col=1]",1.00244699117606
10,100,500,72,36,3,"B1","B1[item=20,col=1]",1.00137518022331
10,100,500,72,36,3,"B1","B1[item=21,col=1]",1.0008074277272
10,100,500,72,36,3,"B1","B1[item=22,col=1]",1.01060866559198
10,100,500,72,36,3,"B1","B1[item=23,col=1]",1.0094281077653
10,100,500,72,36,3,"B1","B1[item=24,col=1]",1.00456185129252
10,100,500,72,36,3,"B1","B1[item=25,col=1]",1.0122499722278
10,100,500,72,36,3,"B1","B1[item=26,col=1]",1.0026022708696
10,100,500,72,36,3,"B1","B1[item=27,col=1]",1.00147492313045
10,100,500,72,36,3,"B1","B1[item=28,col=1]",1.00830700299575
10,100,500,72,36,3,"B1","B1[item=29,col=1]",1.001161629268
10,100,500,72,36,3,"B1","B1[item=30,col=1]",1.00118527878663
10,100,500,72,36,3,"B1","B1[item=31,col=1]",1.00399306636632
10,100,500,72,36,3,"B1","B1[item=32,col=1]",1.00054241407213
10,100,500,72,36,3,"B1","B1[item=33,col=1]",1.00025329109666
10,100,500,72,36,3,"B1","B1[item=34,col=1]",1.01271001386253
10,100,500,72,36,3,"B1","B1[item=35,col=1]",1.00525751669864
10,100,500,72,36,3,"B1","B1[item=36,col=1]",1.00441005401445
10,100,500,72,36,3,"B1","B1[item=1,col=2]",1.00173467509495
10,100,500,72,36,3,"B1","B1[item=2,col=2]",1.00327458362948
10,100,500,72,36,3,"B1","B1[item=3,col=2]",1.00553395824835
10,100,500,72,36,3,"B1","B1[item=4,col=2]",1.00624338089616
10,100,500,72,36,3,"B1","B1[item=5,col=2]",1.00515748763014
10,100,500,72,36,3,"B1","B1[item=6,col=2]",1.00420050345286
10,100,500,72,36,3,"B1","B1[item=7,col=2]",1.00424542405402
10,100,500,72,36,3,"B1","B1[item=8,col=2]",1.00388203140271
10,100,500,72,36,3,"B1","B1[item=9,col=2]",1.00146013224055
10,100,500,72,36,3,"B1","B1[item=10,col=2]",1.00380463568668
10,100,500,72,36,3,"B1","B1[item=11,col=2]",1.00218420440441
10,100,500,72,36,3,"B1","B1[item=12,col=2]",1.0087165433823
10,100,500,72,36,3,"B1","B1[item=13,col=2]",1.00037846535626
10,100,500,72,36,3,"B1","B1[item=14,col=2]",1.00783201491244
10,100,500,72,36,3,"B1","B1[item=15,col=2]",1.00071520425131
10,100,500,72,36,3,"B1","B1[item=16,col=2]",1.00025049792104
10,100,500,72,36,3,"B1","B1[item=17,col=2]",1.00276472143827
10,100,500,72,36,3,"B1","B1[item=18,col=2]",0.999594223655417
10,100,500,72,36,3,"B1","B1[item=19,col=2]",1.00073553336522
10,100,500,72,36,3,"B1","B1[item=20,col=2]",1.00515024864307
10,100,500,72,36,3,"B1","B1[item=21,col=2]",1.00424519799001
10,100,500,72,36,3,"B1","B1[item=22,col=2]",1.00161749308287
10,100,500,72,36,3,"B1","B1[item=23,col=2]",1.00111601705853
10,100,500,72,36,3,"B1","B1[item=24,col=2]",1.003255736617
10,100,500,72,36,3,"B1","B1[item=25,col=2]",1.00051513377605
10,100,500,72,36,3,"B1","B1[item=26,col=2]",1.00521882644079
10,100,500,72,36,3,"B1","B1[item=27,col=2]",1.00087916518587
10,100,500,72,36,3,"B1","B1[item=28,col=2]",1.00537053293999
10,100,500,72,36,3,"B1","B1[item=29,col=2]",1.00862262638629
10,100,500,72,36,3,"B1","B1[item=30,col=2]",0.999834580186014
10,100,500,72,36,3,"B1","B1[item=31,col=2]",1.00217610654741
10,100,500,72,36,3,"B1","B1[item=32,col=2]",1.00284360975129
10,100,500,72,36,3,"B1","B1[item=33,col=2]",1.0032319897348
10,100,500,72,36,3,"B1","B1[item=34,col=2]",1.00907438243489
10,100,500,72,36,3,"B1","B1[item=35,col=2]",1.00056011012314
10,100,500,72,36,3,"B1","B1[item=36,col=2]",1.00722242263453
10,100,500,72,36,3,"B1","B1[item=1,col=3]",1.00061995345903
10,100,500,72,36,3,"B1","B1[item=2,col=3]",1.00194002016853
10,100,500,72,36,3,"B1","B1[item=3,col=3]",1.00552386819358
10,100,500,72,36,3,"B1","B1[item=4,col=3]",1.00045706774641
10,100,500,72,36,3,"B1","B1[item=5,col=3]",1.00100407489292
10,100,500,72,36,3,"B1","B1[item=6,col=3]",1.01193719558693
10,100,500,72,36,3,"B1","B1[item=7,col=3]",1.00687013236645
10,100,500,72,36,3,"B1","B1[item=8,col=3]",1.00047550498917
10,100,500,72,36,3,"B1","B1[item=9,col=3]",1.00543084238357
10,100,500,72,36,3,"B1","B1[item=10,col=3]",1.00171852692924
10,100,500,72,36,3,"B1","B1[item=11,col=3]",1.00356475896472
10,100,500,72,36,3,"B1","B1[item=12,col=3]",1.01528201032212
10,100,500,72,36,3,"B1","B1[item=13,col=3]",0.999955334161916
10,100,500,72,36,3,"B1","B1[item=14,col=3]",1.00100368973815
10,100,500,72,36,3,"B1","B1[item=15,col=3]",1.00640990362253
10,100,500,72,36,3,"B1","B1[item=16,col=3]",1.00203099886471
10,100,500,72,36,3,"B1","B1[item=17,col=3]",1.00084609145457
10,100,500,72,36,3,"B1","B1[item=18,col=3]",1.00770176218192
10,100,500,72,36,3,"B1","B1[item=19,col=3]",1.00228401592144
10,100,500,72,36,3,"B1","B1[item=20,col=3]",1.00102369225129
10,100,500,72,36,3,"B1","B1[item=21,col=3]",1.00246589961535
10,100,500,72,36,3,"B1","B1[item=22,col=3]",1.00619001114922
10,100,500,72,36,3,"B1","B1[item=23,col=3]",1.00520308030491
10,100,500,72,36,3,"B1","B1[item=24,col=3]",1.002282783954
10,100,500,72,36,3,"B1","B1[item=25,col=3]",1.0008621999366
10,100,500,72,36,3,"B1","B1[item=26,col=3]",1.00073754284603
10,100,500,72,36,3,"B1","B1[item=27,col=3]",1.00711181417396
10,100,500,72,36,3,"B1","B1[item=28,col=3]",1.00066023683912
10,100,500,72,36,3,"B1","B1[item=29,col=3]",1.00266111286599
10,100,500,72,36,3,"B1","B1[item=30,col=3]",1.00381893782946
10,100,500,72,36,3,"B1","B1[item=31,col=3]",1.00290002596922
10,100,500,72,36,3,"B1","B1[item=32,col=3]",1.00018160919394
10,100,500,72,36,3,"B1","B1[item=33,col=3]",1.00510800803626
10,100,500,72,36,3,"B1","B1[item=34,col=3]",1.01716137134892
10,100,500,72,36,3,"B1","B1[item=35,col=3]",1.00834885888684
10,100,500,72,36,3,"B1","B1[item=36,col=3]",1.01003773484144
10,100,500,72,36,3,"B2","B2[item=1,col=0]",1.0099740810631
10,100,500,72,36,3,"B2","B2[item=2,col=0]",1.01360291792014
10,100,500,72,36,3,"B2","B2[item=3,col=0]",1.01226637159872
10,100,500,72,36,3,"B2","B2[item=4,col=0]",1.00602914524777
10,100,500,72,36,3,"B2","B2[item=5,col=0]",1.00581776825285
10,100,500,72,36,3,"B2","B2[item=6,col=0]",1.00414292590434
10,100,500,72,36,3,"B2","B2[item=7,col=0]",1.00376830871844
10,100,500,72,36,3,"B2","B2[item=8,col=0]",1.0030442361381
10,100,500,72,36,3,"B2","B2[item=9,col=0]",1.00045418430295
10,100,500,72,36,3,"B2","B2[item=10,col=0]",1.00959363008903
10,100,500,72,36,3,"B2","B2[item=11,col=0]",1.00796258257933
10,100,500,72,36,3,"B2","B2[item=12,col=0]",1.01355159572684
10,100,500,72,36,3,"B2","B2[item=13,col=0]",1.0033425179166
10,100,500,72,36,3,"B2","B2[item=14,col=0]",1.00326987859639
10,100,500,72,36,3,"B2","B2[item=15,col=0]",1.00732708754468
10,100,500,72,36,3,"B2","B2[item=16,col=0]",1.00389194034752
10,100,500,72,36,3,"B2","B2[item=17,col=0]",1.01255299901275
10,100,500,72,36,3,"B2","B2[item=18,col=0]",1.02435553476236
10,100,500,72,36,3,"B2","B2[item=19,col=0]",1.00499428694729
10,100,500,72,36,3,"B2","B2[item=20,col=0]",1.02055914904117
10,100,500,72,36,3,"B2","B2[item=21,col=0]",1.00985068067223
10,100,500,72,36,3,"B2","B2[item=22,col=0]",1.00645628916849
10,100,500,72,36,3,"B2","B2[item=23,col=0]",1.01251915191759
10,100,500,72,36,3,"B2","B2[item=24,col=0]",1.00394444054098
10,100,500,72,36,3,"B2","B2[item=25,col=0]",1.00501847603096
10,100,500,72,36,3,"B2","B2[item=26,col=0]",1.00665496998119
10,100,500,72,36,3,"B2","B2[item=27,col=0]",1.00336413215311
10,100,500,72,36,3,"B2","B2[item=28,col=0]",1.00182430136971
10,100,500,72,36,3,"B2","B2[item=29,col=0]",1.00672668669038
10,100,500,72,36,3,"B2","B2[item=30,col=0]",1.00680226656244
10,100,500,72,36,3,"B2","B2[item=31,col=0]",1.00283058040926
10,100,500,72,36,3,"B2","B2[item=32,col=0]",1.00626400163598
10,100,500,72,36,3,"B2","B2[item=33,col=0]",1.00702025058369
10,100,500,72,36,3,"B2","B2[item=34,col=0]",1.00290145393951
10,100,500,72,36,3,"B2","B2[item=35,col=0]",1.00887174254078
10,100,500,72,36,3,"B2","B2[item=36,col=0]",1.00445322543525
10,100,500,72,36,3,"B2","B2[item=1,col=1]",1.00657657404342
10,100,500,72,36,3,"B2","B2[item=2,col=1]",1.01892872442321
10,100,500,72,36,3,"B2","B2[item=3,col=1]",1.00188345682715
10,100,500,72,36,3,"B2","B2[item=4,col=1]",1.00443061928135
10,100,500,72,36,3,"B2","B2[item=5,col=1]",1.00430170002526
10,100,500,72,36,3,"B2","B2[item=6,col=1]",1.0022616525591
10,100,500,72,36,3,"B2","B2[item=7,col=1]",1.00528475526288
10,100,500,72,36,3,"B2","B2[item=8,col=1]",1.00157904955775
10,100,500,72,36,3,"B2","B2[item=9,col=1]",0.999674205314021
10,100,500,72,36,3,"B2","B2[item=10,col=1]",1.00288676518794
10,100,500,72,36,3,"B2","B2[item=11,col=1]",1.00395463995777
10,100,500,72,36,3,"B2","B2[item=12,col=1]",1.0018518006513
10,100,500,72,36,3,"B2","B2[item=13,col=1]",1.00461756780494
10,100,500,72,36,3,"B2","B2[item=14,col=1]",1.00677121376199
10,100,500,72,36,3,"B2","B2[item=15,col=1]",1.00321335132189
10,100,500,72,36,3,"B2","B2[item=16,col=1]",1.00277889840955
10,100,500,72,36,3,"B2","B2[item=17,col=1]",1.00188976059196
10,100,500,72,36,3,"B2","B2[item=18,col=1]",1.00874680989262
10,100,500,72,36,3,"B2","B2[item=19,col=1]",1.00215751896939
10,100,500,72,36,3,"B2","B2[item=20,col=1]",1.00185377509917
10,100,500,72,36,3,"B2","B2[item=21,col=1]",0.999959537624975
10,100,500,72,36,3,"B2","B2[item=22,col=1]",1.00370266079328
10,100,500,72,36,3,"B2","B2[item=23,col=1]",1.0088969104922
10,100,500,72,36,3,"B2","B2[item=24,col=1]",1.00074205291739
10,100,500,72,36,3,"B2","B2[item=25,col=1]",1.00820610081474
10,100,500,72,36,3,"B2","B2[item=26,col=1]",1.00146770247536
10,100,500,72,36,3,"B2","B2[item=27,col=1]",1.0025906475593
10,100,500,72,36,3,"B2","B2[item=28,col=1]",1.00275410166248
10,100,500,72,36,3,"B2","B2[item=29,col=1]",0.999600898349768
10,100,500,72,36,3,"B2","B2[item=30,col=1]",1.00193472199144
10,100,500,72,36,3,"B2","B2[item=31,col=1]",1.00082269102101
10,100,500,72,36,3,"B2","B2[item=32,col=1]",1.00505899324121
10,100,500,72,36,3,"B2","B2[item=33,col=1]",1.00295186863278
10,100,500,72,36,3,"B2","B2[item=34,col=1]",1.00383087229806
10,100,500,72,36,3,"B2","B2[item=35,col=1]",1.00651226081792
10,100,500,72,36,3,"B2","B2[item=36,col=1]",1.00129702492391
10,100,500,72,36,3,"B2","B2[item=1,col=2]",1.00406367166128
10,100,500,72,36,3,"B2","B2[item=2,col=2]",1.00256638794195
10,100,500,72,36,3,"B2","B2[item=3,col=2]",1.00190969587065
10,100,500,72,36,3,"B2","B2[item=4,col=2]",1.00086001754141
10,100,500,72,36,3,"B2","B2[item=5,col=2]",1.00474107222251
10,100,500,72,36,3,"B2","B2[item=6,col=2]",1.0020782682612
10,100,500,72,36,3,"B2","B2[item=7,col=2]",1.00810911079145
10,100,500,72,36,3,"B2","B2[item=8,col=2]",1.00311576577948
10,100,500,72,36,3,"B2","B2[item=9,col=2]",0.99941744977858
10,100,500,72,36,3,"B2","B2[item=10,col=2]",1.01168912646647
10,100,500,72,36,3,"B2","B2[item=11,col=2]",1.00232009096952
10,100,500,72,36,3,"B2","B2[item=12,col=2]",1.00648295866559
10,100,500,72,36,3,"B2","B2[item=13,col=2]",1.00225895593647
10,100,500,72,36,3,"B2","B2[item=14,col=2]",1.0060141618962
10,100,500,72,36,3,"B2","B2[item=15,col=2]",1.00170559938921
10,100,500,72,36,3,"B2","B2[item=16,col=2]",1.00156574086316
10,100,500,72,36,3,"B2","B2[item=17,col=2]",1.00714842831489
10,100,500,72,36,3,"B2","B2[item=18,col=2]",1.00576561415934
10,100,500,72,36,3,"B2","B2[item=19,col=2]",1.0017220510702
10,100,500,72,36,3,"B2","B2[item=20,col=2]",1.01605121299204
10,100,500,72,36,3,"B2","B2[item=21,col=2]",1.01544084951512
10,100,500,72,36,3,"B2","B2[item=22,col=2]",1.00490708656675
10,100,500,72,36,3,"B2","B2[item=23,col=2]",1.00125393018874
10,100,500,72,36,3,"B2","B2[item=24,col=2]",1.0041654087728
10,100,500,72,36,3,"B2","B2[item=25,col=2]",1.00098647580993
10,100,500,72,36,3,"B2","B2[item=26,col=2]",1.00693948651741
10,100,500,72,36,3,"B2","B2[item=27,col=2]",1.00220936560253
10,100,500,72,36,3,"B2","B2[item=28,col=2]",1.00346277504342
10,100,500,72,36,3,"B2","B2[item=29,col=2]",1.01014936839823
10,100,500,72,36,3,"B2","B2[item=30,col=2]",1.00058508029616
10,100,500,72,36,3,"B2","B2[item=31,col=2]",0.99996011352002
10,100,500,72,36,3,"B2","B2[item=32,col=2]",1.00281682312846
10,100,500,72,36,3,"B2","B2[item=33,col=2]",1.00293419366324
10,100,500,72,36,3,"B2","B2[item=34,col=2]",1.00079864111761
10,100,500,72,36,3,"B2","B2[item=35,col=2]",1.00177989998745
10,100,500,72,36,3,"B2","B2[item=36,col=2]",1.00267691788756
10,100,500,72,36,3,"B2","B2[item=1,col=3]",1.01292330061682
10,100,500,72,36,3,"B2","B2[item=2,col=3]",1.00099180857983
10,100,500,72,36,3,"B2","B2[item=3,col=3]",1.01369383657326
10,100,500,72,36,3,"B2","B2[item=4,col=3]",1.00605095878926
10,100,500,72,36,3,"B2","B2[item=5,col=3]",1.00054964330309
10,100,500,72,36,3,"B2","B2[item=6,col=3]",1.00458648405141
10,100,500,72,36,3,"B2","B2[item=7,col=3]",1.0031294043322
10,100,500,72,36,3,"B2","B2[item=8,col=3]",1.00043018352634
10,100,500,72,36,3,"B2","B2[item=9,col=3]",1.00112362800523
10,100,500,72,36,3,"B2","B2[item=10,col=3]",1.00024043882945
10,100,500,72,36,3,"B2","B2[item=11,col=3]",1.0042493714203
10,100,500,72,36,3,"B2","B2[item=12,col=3]",1.00839816250941
10,100,500,72,36,3,"B2","B2[item=13,col=3]",0.999812963757092
10,100,500,72,36,3,"B2","B2[item=14,col=3]",1.00003722767147
10,100,500,72,36,3,"B2","B2[item=15,col=3]",1.00662658787379
10,100,500,72,36,3,"B2","B2[item=16,col=3]",1.00244474974245
10,100,500,72,36,3,"B2","B2[item=17,col=3]",1.00158349789246
10,100,500,72,36,3,"B2","B2[item=18,col=3]",1.01395058720617
10,100,500,72,36,3,"B2","B2[item=19,col=3]",1.00027231804668
10,100,500,72,36,3,"B2","B2[item=20,col=3]",1.00315141361859
10,100,500,72,36,3,"B2","B2[item=21,col=3]",1.00300417752488
10,100,500,72,36,3,"B2","B2[item=22,col=3]",1.0006290340053
10,100,500,72,36,3,"B2","B2[item=23,col=3]",1.0054365787643
10,100,500,72,36,3,"B2","B2[item=24,col=3]",1.00429189937396
10,100,500,72,36,3,"B2","B2[item=25,col=3]",1.00148053294908
10,100,500,72,36,3,"B2","B2[item=26,col=3]",1.00090678053702
10,100,500,72,36,3,"B2","B2[item=27,col=3]",1.00089931035191
10,100,500,72,36,3,"B2","B2[item=28,col=3]",1.00179922278134
10,100,500,72,36,3,"B2","B2[item=29,col=3]",1.00080155807541
10,100,500,72,36,3,"B2","B2[item=30,col=3]",1.00799681260561
10,100,500,72,36,3,"B2","B2[item=31,col=3]",1.00306232432539
10,100,500,72,36,3,"B2","B2[item=32,col=3]",1.0028937812949
10,100,500,72,36,3,"B2","B2[item=33,col=3]",1.00402940749342
10,100,500,72,36,3,"B2","B2[item=34,col=3]",1.00192574717643
10,100,500,72,36,3,"B2","B2[item=35,col=3]",1.00259524689986
10,100,500,72,36,3,"B2","B2[item=36,col=3]",1.0042299435246
10,100,500,72,36,3,"Q1","Q1[item=1,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=2,attr=1]",1.01056326930356
10,100,500,72,36,3,"Q1","Q1[item=3,attr=1]",1.00030698423979
10,100,500,72,36,3,"Q1","Q1[item=4,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=5,attr=1]",1.00116154290794
10,100,500,72,36,3,"Q1","Q1[item=6,attr=1]",1.00083629783844
10,100,500,72,36,3,"Q1","Q1[item=7,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=8,attr=1]",1.00290240703226
10,100,500,72,36,3,"Q1","Q1[item=9,attr=1]",1.00083148287254
10,100,500,72,36,3,"Q1","Q1[item=10,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=11,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=12,attr=1]",1.00270111219557
10,100,500,72,36,3,"Q1","Q1[item=13,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=14,attr=1]",1.00127626801344
10,100,500,72,36,3,"Q1","Q1[item=15,attr=1]",1.00166118739994
10,100,500,72,36,3,"Q1","Q1[item=16,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=17,attr=1]",1.00353339368355
10,100,500,72,36,3,"Q1","Q1[item=18,attr=1]",1.00103123512461
10,100,500,72,36,3,"Q1","Q1[item=19,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=20,attr=1]",1.00095942719202
10,100,500,72,36,3,"Q1","Q1[item=21,attr=1]",0.999854521621205
10,100,500,72,36,3,"Q1","Q1[item=22,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=23,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=24,attr=1]",1.00338989615993
10,100,500,72,36,3,"Q1","Q1[item=25,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=26,attr=1]",1.0021443920189
10,100,500,72,36,3,"Q1","Q1[item=27,attr=1]",0.999983123161553
10,100,500,72,36,3,"Q1","Q1[item=28,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=29,attr=1]",1.00000535433408
10,100,500,72,36,3,"Q1","Q1[item=30,attr=1]",0.999572918438802
10,100,500,72,36,3,"Q1","Q1[item=31,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=32,attr=1]",1.00051213689966
10,100,500,72,36,3,"Q1","Q1[item=33,attr=1]",1.00088677483196
10,100,500,72,36,3,"Q1","Q1[item=34,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=35,attr=1]",1
10,100,500,72,36,3,"Q1","Q1[item=36,attr=1]",1.00371387702855
10,100,500,72,36,3,"Q1","Q1[item=1,attr=2]",1.00043909607544
10,100,500,72,36,3,"Q1","Q1[item=2,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=3,attr=2]",1.00714799925786
10,100,500,72,36,3,"Q1","Q1[item=4,attr=2]",1.00366090117527
10,100,500,72,36,3,"Q1","Q1[item=5,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=6,attr=2]",1.00346684010891
10,100,500,72,36,3,"Q1","Q1[item=7,attr=2]",1.00134813638308
10,100,500,72,36,3,"Q1","Q1[item=8,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=9,attr=2]",0.999945321967581
10,100,500,72,36,3,"Q1","Q1[item=10,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=11,attr=2]",1.00164187792552
10,100,500,72,36,3,"Q1","Q1[item=12,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=13,attr=2]",1.00037123488405
10,100,500,72,36,3,"Q1","Q1[item=14,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=15,attr=2]",1.00138066342952
10,100,500,72,36,3,"Q1","Q1[item=16,attr=2]",0.999730860865075
10,100,500,72,36,3,"Q1","Q1[item=17,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=18,attr=2]",0.999633235269033
10,100,500,72,36,3,"Q1","Q1[item=19,attr=2]",0.999782401536683
10,100,500,72,36,3,"Q1","Q1[item=20,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=21,attr=2]",1.00491940667639
10,100,500,72,36,3,"Q1","Q1[item=22,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=23,attr=2]",1.00003709589639
10,100,500,72,36,3,"Q1","Q1[item=24,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=25,attr=2]",0.999380951390517
10,100,500,72,36,3,"Q1","Q1[item=26,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=27,attr=2]",1.00225247107795
10,100,500,72,36,3,"Q1","Q1[item=28,attr=2]",1.00578942247655
10,100,500,72,36,3,"Q1","Q1[item=29,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=30,attr=2]",1.00028303964465
10,100,500,72,36,3,"Q1","Q1[item=31,attr=2]",1.00020849198394
10,100,500,72,36,3,"Q1","Q1[item=32,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=33,attr=2]",1.00062929320989
10,100,500,72,36,3,"Q1","Q1[item=34,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=35,attr=2]",0.999746834183656
10,100,500,72,36,3,"Q1","Q1[item=36,attr=2]",1
10,100,500,72,36,3,"Q1","Q1[item=1,attr=3]",1.00100657001833
10,100,500,72,36,3,"Q1","Q1[item=2,attr=3]",1.0021376357105
10,100,500,72,36,3,"Q1","Q1[item=3,attr=3]",1
10,100,500,72,36,3,"Q1","Q1[item=4,attr=3]",1.00034575533146
10,100,500,72,36,3,"Q1","Q1[item=5,attr=3]",1.00137125119226
10,100,500,72,36,3,"Q1","Q1[item=6,attr=3]",1
10,100,500,72,36,3,"Q1","Q1[item=7,attr=3]",1.0056784813692
10,100,500,72,36,3,"Q1","Q1[item=8,attr=3]",0.999815204412649
10,100,500,72,36,3,"Q1","Q1[item=9,attr=3]",1
