"scenario_id","replicate_id","n","J","J_block","K","parameter_block","n_parameter","median_rhat","q95_rhat","max_rhat","n_nonfinite","n_over_1.01","n_over_1.05","proportion_below_1.01","proportion_below_1.05"
16,100,500,72,36,4,"Q1",144,1.00022678473646,1.01276339891093,1.05586168665715,0,9,1,0.9375,0.993055555555556
16,100,500,72,36,4,"Q2",144,1.00000367323795,1.00528282294825,1.01402728585543,0,2,0,0.986111111111111,1
17,1,1000,72,36,4,"eta",24,1.00183085405738,1.00615088388757,1.0083711506866,0,0,0,1,1
17,1,1000,72,36,4,"Delta1",180,1.00471465685642,1.01955448019018,1.02622429924936,0,36,0,0.8,1
17,1,1000,72,36,4,"Delta2",180,1.00279876078792,1.01635116255035,1.02929582814606,0,25,0,0.861111111111111,1
17,1,1000,72,36,4,"Q1",144,1.00003106174781,1.00751259811916,1.02004710909648,0,5,0,0.965277777777778,1
17,1,1000,72,36,4,"Q2",144,1,1.00485890953784,1.01846665375921,0,3,0,0.979166666666667,1
17,50,1000,72,36,4,"eta",24,1.00280722793613,1.00529011407528,1.00712679218685,0,0,0,1,1
17,50,1000,72,36,4,"Delta1",180,1.00453561467696,1.02112062616827,1.03470613446417,0,50,0,0.722222222222222,1
17,50,1000,72,36,4,"Delta2",180,1.00304062757287,1.01351980785287,1.03436841012531,0,23,0,0.872222222222222,1
17,50,1000,72,36,4,"Q1",144,1.00029619659236,1.01361244626331,1.02618589962232,0,10,0,0.930555555555556,1
17,50,1000,72,36,4,"Q2",144,1,1.00499765486037,1.0192414420813,0,3,0,0.979166666666667,1
17,100,1000,72,36,4,"eta",24,1.00190025652799,1.0073253448998,1.0079146400085,0,0,0,1,1
17,100,1000,72,36,4,"Delta1",180,1.00550072398259,1.02253724427522,1.05490141820411,0,50,1,0.722222222222222,0.994444444444444
17,100,1000,72,36,4,"Delta2",180,1.00289150379236,1.01172486047161,1.02215946694774,0,11,0,0.938888888888889,1
17,100,1000,72,36,4,"Q1",144,1.00024729800677,1.01164454948192,1.02257967601609,0,10,0,0.930555555555556,1
17,100,1000,72,36,4,"Q2",144,1,1.00321738557677,1.00518971601237,0,0,0,1,1
18,1,2000,72,36,4,"eta",24,1.00178877921652,1.00626223539203,1.00687836628557,0,0,0,1,1
18,1,2000,72,36,4,"Delta1",180,1.00356275170637,1.02123278820612,1.04105235190019,0,32,0,0.822222222222222,1
18,1,2000,72,36,4,"Delta2",180,1.00322141592798,1.01529452583148,1.03077411326302,0,29,0,0.838888888888889,1
18,1,2000,72,36,4,"Q1",144,1.00002875922839,1.00485617787268,1.02818380013317,0,2,0,0.986111111111111,1
18,1,2000,72,36,4,"Q2",144,1,1.00462222162595,1.01702698350342,0,1,0,0.993055555555556,1
18,50,2000,72,36,4,"eta",24,1.00140487924199,1.00323935792579,1.00762314960305,0,0,0,1,1
18,50,2000,72,36,4,"Delta1",180,1.00390903849982,1.01852597380377,1.03081577120295,0,35,0,0.805555555555556,1
18,50,2000,72,36,4,"Delta2",180,1.00299257118049,1.01377724695568,1.02728585462236,0,23,0,0.872222222222222,1
18,50,2000,72,36,4,"Q1",144,1.00023051936071,1.00744429856479,1.01548952502252,0,3,0,0.979166666666667,1
18,50,2000,72,36,4,"Q2",144,1,1.00392956629544,1.01266675711077,0,1,0,0.993055555555556,1
18,100,2000,72,36,4,"eta",24,1.00226632797559,1.00635487902081,1.01134975435862,0,1,0,0.958333333333333,1
18,100,2000,72,36,4,"Delta1",180,1.0048559995896,1.02196831156301,1.03783867935132,0,48,0,0.733333333333333,1
18,100,2000,72,36,4,"Delta2",180,1.00260811814036,1.01496668165575,1.02700191738391,0,20,0,0.888888888888889,1
18,100,2000,72,36,4,"Q1",144,1.00022914618708,1.01357066358217,1.02735185019906,0,8,0,0.944444444444444,1
18,100,2000,72,36,4,"Q2",144,1.00002696144697,1.00385925165418,1.01507698256267,0,2,0,0.986111111111111,1
